followers,following,likes,comments,video_view_count,caption_length,hashtag_count,media_type,posts_count,views_per_like,views_per_comment,views_per_follower,views_per_hashtag
625,421,0,0,172,548,5,1.0,1272,,,0.28,34.4
625,421,19,0,172,462,7,1.0,1272,9.05,,0.28,24.57
625,421,3,0,27,931,10,0.0,1272,9.0,,0.04,2.7
625,421,4,0,172,627,8,1.0,1272,43.0,,0.28,21.5
625,421,10,0,172,147,9,1.0,1272,17.2,,0.28,19.11
625,421,4,0,44,428,9,0.0,1272,11.0,,0.07,4.89
625,421,5,0,172,547,10,1.0,1272,34.4,,0.28,17.2
625,421,3,0,26,498,10,0.0,1272,8.67,,0.04,2.6
460,2062,22,5,172,546,21,1.0,399,7.82,34.4,0.37,8.19
460,2062,16,0,172,822,13,1.0,399,10.75,,0.37,13.23
460,2062,24,0,172,841,14,1.0,399,7.17,,0.37,12.29
460,2062,47,0,172,296,12,1.0,399,3.66,,0.37,14.33
460,2062,19,0,172,946,17,1.0,399,9.05,,0.37,10.12
460,2062,12,0,172,859,14,1.0,399,14.33,,0.37,12.29
460,2062,25,0,172,1172,15,1.0,399,6.88,,0.37,11.47
460,2062,19,0,172,602,10,1.0,399,9.05,,0.37,17.2
460,2062,14,0,172,494,13,1.0,399,12.29,,0.37,13.23
460,2062,18,1,172,536,21,1.0,399,9.56,172.0,0.37,8.19
460,2062,22,0,172,1011,16,1.0,399,7.82,,0.37,10.75
460,2062,18,0,172,915,23,1.0,399,9.56,,0.37,7.48
78790,1070,1086,22,172,124,10,1.0,18,0.16,7.82,0.0,17.2
78790,1070,714,28,172,322,30,1.0,18,0.24,6.14,0.0,5.73
78790,1070,712,12,172,266,30,1.0,18,0.24,14.33,0.0,5.73
78790,1070,1117,48,172,219,19,1.0,18,0.15,3.58,0.0,9.05
78790,1070,1579,72,172,299,25,1.0,18,0.11,2.39,0.0,6.88
78790,1070,1886,51,172,234,23,1.0,18,0.09,3.37,0.0,7.48
78790,1070,1459,52,172,340,28,1.0,18,0.12,3.31,0.0,6.14
78790,1070,2034,160,172,342,27,1.0,18,0.08,1.08,0.0,6.37
78790,1070,2131,91,172,277,25,1.0,18,0.08,1.89,0.0,6.88
78790,1070,1856,74,172,293,24,1.0,18,0.09,2.32,0.0,7.17
78790,1070,2845,107,172,41,0,1.0,18,0.06,1.61,0.0,
78790,1070,2069,95,172,69,7,1.0,18,0.08,1.81,0.0,24.57
124,10,4,0,41,321,9,0.0,174,10.25,,0.33,4.56
124,10,6,0,172,71,5,1.0,174,28.67,,1.39,34.4
124,10,5,0,172,299,7,1.0,174,34.4,,1.39,24.57
124,10,1,0,172,401,7,1.0,174,172.0,,1.39,24.57
124,10,4,0,40,400,10,0.0,174,10.0,,0.32,4.0
124,10,12,1,98,204,3,0.0,174,8.17,98.0,0.79,32.67
124,10,11,0,49,103,5,0.0,174,4.45,,0.4,9.8
124,10,4,0,172,291,7,1.0,174,43.0,,1.39,24.57
124,10,2,0,172,379,8,1.0,174,86.0,,1.39,21.5
124,10,5,0,172,371,11,1.0,174,34.4,,1.39,15.64
124,10,27,0,172,124,2,1.0,174,6.37,,1.39,86.0
124,10,3,0,172,321,9,1.0,174,57.33,,1.39,19.11
996,678,69,4,172,34,0,1.0,39,2.49,43.0,0.17,
996,678,74,1,172,535,26,1.0,39,2.32,172.0,0.17,6.62
996,678,93,6,172,655,26,1.0,39,1.85,28.67,0.17,6.62
996,678,127,4,172,487,20,1.0,39,1.35,43.0,0.17,8.6
996,678,107,8,172,412,16,1.0,39,1.61,21.5,0.17,10.75
996,678,70,12,172,618,30,1.0,39,2.46,14.33,0.17,5.73
996,678,128,12,172,600,29,1.0,39,1.34,14.33,0.17,5.93
996,678,101,13,172,543,25,1.0,39,1.7,13.23,0.17,6.88
996,678,104,7,172,669,30,1.0,39,1.65,24.57,0.17,5.73
996,678,101,8,172,581,30,1.0,39,1.7,21.5,0.17,5.73
996,678,90,5,172,829,30,1.0,39,1.91,34.4,0.17,5.73
996,678,69,0,172,623,23,1.0,39,2.49,,0.17,7.48
7938,48,203,4,172,1345,28,1.0,70,0.85,43.0,0.02,6.14
7938,48,148,3,172,1533,20,1.0,70,1.16,57.33,0.02,8.6
7938,48,340,49,172,389,21,1.0,70,0.51,3.51,0.02,8.19
7938,48,253,3,172,1560,22,1.0,70,0.68,57.33,0.02,7.82
7938,48,197,2,172,849,21,1.0,70,0.87,86.0,0.02,8.19
7938,48,197,4,172,865,16,1.0,70,0.87,43.0,0.02,10.75
528,48,135,1,172,1721,30,1.0,70,1.27,172.0,0.33,5.73
7938,48,157,2,172,1366,29,1.0,70,1.1,86.0,0.02,5.93
7938,48,32,3,172,1645,14,1.0,70,5.38,57.33,0.02,12.29
7938,48,207,0,172,1914,17,1.0,70,0.83,,0.02,10.12
7938,48,118,1,172,1151,23,1.0,70,1.46,172.0,0.02,7.48
7938,48,276,25,172,828,16,1.0,70,0.62,6.88,0.02,10.75
2090,6,11,0,172,366,31,1.0,159,15.64,,0.08,5.55
528,6,140,3,172,343,31,1.0,159,1.23,57.33,0.33,5.55
2090,6,93,0,172,364,30,1.0,159,1.85,,0.08,5.73
2090,6,122,1,172,425,30,1.0,159,1.41,172.0,0.08,5.73
2090,6,132,3,172,347,30,1.0,159,1.3,57.33,0.08,5.73
2090,6,87,2,172,342,31,1.0,159,1.98,86.0,0.08,5.55
2090,6,62,0,172,365,31,1.0,159,2.77,,0.08,5.55
2090,6,69,1,172,344,30,1.0,159,2.49,172.0,0.08,5.73
2090,6,78,2,172,348,30,1.0,159,2.21,86.0,0.08,5.73
2090,6,126,2,172,326,30,1.0,159,1.37,86.0,0.08,5.73
2090,6,155,4,172,356,30,1.0,159,1.11,43.0,0.08,5.73
2090,6,100,2,172,384,30,1.0,159,1.72,86.0,0.08,5.73
3622,5573,39,0,436,312,16,0.0,328,11.18,,0.12,27.25
3622,5573,14,0,81,434,16,0.0,328,5.79,,0.02,5.06
3622,5573,13,0,172,810,13,1.0,328,13.23,,0.05,13.23
3622,5573,99,0,172,385,10,1.0,328,1.74,,0.05,17.2
3622,5573,16,0,172,737,17,1.0,328,10.75,,0.05,10.12
3622,5573,18,1,172,222,8,1.0,328,9.56,172.0,0.05,21.5
3622,5573,12,0,172,592,13,1.0,328,14.33,,0.05,13.23
3622,5573,180,7,172,679,13,1.0,328,0.96,24.57,0.05,13.23
3622,5573,28,0,172,1156,16,1.0,328,6.14,,0.05,10.75
3622,5573,14,0,172,292,9,1.0,328,12.29,,0.05,19.11
3622,5573,43,0,172,1092,10,1.0,328,4.0,,0.05,17.2
3622,5573,11,0,172,853,18,1.0,328,15.64,,0.05,9.56
5131,243,23,9,172,1064,8,1.0,151,7.48,19.11,0.03,21.5
5131,243,13,0,172,1060,8,1.0,151,13.23,,0.03,21.5
5131,243,34,4,172,973,11,1.0,151,5.06,43.0,0.03,15.64
5131,243,37,0,172,1239,18,1.0,151,4.65,,0.03,9.56
5131,243,55,1,172,555,14,1.0,151,3.13,172.0,0.03,12.29
5131,243,34,8,172,991,19,1.0,151,5.06,21.5,0.03,9.05
5131,243,43,3,172,821,14,1.0,151,4.0,57.33,0.03,12.29
5131,243,96,5,172,727,14,1.0,151,1.79,34.4,0.03,12.29
5131,243,30,7,172,1137,14,1.0,151,5.73,24.57,0.03,12.29
5131,243,61,1,172,697,17,1.0,151,2.82,172.0,0.03,10.12
5131,243,44,0,172,619,15,1.0,151,3.91,,0.03,11.47
5131,243,50,2,172,1125,12,1.0,151,3.44,86.0,0.03,14.33
974,799,100,5,172,460,26,1.0,35,1.72,34.4,0.18,6.62
974,799,71,0,172,511,27,1.0,35,2.42,,0.18,6.37
974,799,136,2,172,506,27,1.0,35,1.26,86.0,0.18,6.37
974,799,139,2,172,496,27,1.0,35,1.24,86.0,0.18,6.37
974,799,141,2,172,540,27,1.0,35,1.22,86.0,0.18,6.37
974,799,123,1,172,510,27,1.0,35,1.4,172.0,0.18,6.37
974,799,135,2,172,505,27,1.0,35,1.27,86.0,0.18,6.37
528,799,32,1,172,442,27,1.0,35,5.38,172.0,0.33,6.37
974,799,129,0,172,443,29,1.0,35,1.33,,0.18,5.93
974,799,151,0,172,561,30,1.0,35,1.14,,0.18,5.73
974,799,139,1,172,505,30,1.0,35,1.24,172.0,0.18,5.73
974,799,156,1,172,538,30,1.0,35,1.1,172.0,0.18,5.73
205,271,32,0,172,1121,15,0.0,51,5.38,,0.84,11.47
205,271,20,0,172,720,19,1.0,51,8.6,,0.84,9.05
205,271,13,0,172,928,21,1.0,51,13.23,,0.84,8.19
205,271,15,0,172,694,21,1.0,51,11.47,,0.84,8.19
205,271,23,0,172,657,21,1.0,51,7.48,,0.84,8.19
205,271,13,0,172,657,21,1.0,51,13.23,,0.84,8.19
205,271,13,0,172,1024,0,1.0,51,13.23,,0.84,
205,271,19,0,172,1035,22,1.0,51,9.05,,0.84,7.82
205,271,25,1,172,781,22,1.0,51,6.88,172.0,0.84,7.82
205,271,24,0,172,941,22,1.0,51,7.17,,0.84,7.82
205,271,18,0,172,372,14,1.0,51,9.56,,0.84,12.29
205,271,21,0,172,254,15,1.0,51,8.19,,0.84,11.47
350,858,18,3,172,463,28,1.0,144,9.56,57.33,0.49,6.14
350,858,16,1,145,475,26,0.0,144,9.06,145.0,0.41,5.58
350,858,3,0,54,442,24,0.0,144,18.0,,0.15,2.25
350,858,17,0,172,125,5,1.0,144,10.12,,0.49,34.4
350,858,4,0,44,474,26,0.0,144,11.0,,0.13,1.69
350,858,7,0,172,426,26,1.0,144,24.57,,0.49,6.62
350,858,8,0,172,439,27,1.0,144,21.5,,0.49,6.37
350,858,6,0,172,395,24,1.0,144,28.67,,0.49,7.17
350,858,8,0,172,395,24,1.0,144,21.5,,0.49,7.17
350,858,13,2,206,403,25,0.0,144,15.85,103.0,0.59,8.24
350,858,12,0,172,413,27,1.0,144,14.33,,0.49,6.37
350,858,10,0,172,395,24,1.0,144,17.2,,0.49,7.17
116,50,10,0,172,422,30,1.0,20,17.2,,1.48,5.73
116,50,9,0,172,396,30,1.0,20,19.11,,1.48,5.73
116,50,10,0,172,482,30,1.0,20,17.2,,1.48,5.73
116,50,12,0,172,414,30,1.0,20,14.33,,1.48,5.73
116,50,27,0,172,361,30,1.0,20,6.37,,1.48,5.73
116,50,32,1,172,431,30,0.0,20,5.38,172.0,1.48,5.73
116,50,9,0,172,422,30,1.0,20,19.11,,1.48,5.73
116,50,22,0,172,396,30,1.0,20,7.82,,1.48,5.73
116,50,20,4,172,396,30,1.0,20,8.6,43.0,1.48,5.73
116,50,18,2,172,450,30,1.0,20,9.56,86.0,1.48,5.73
116,50,17,6,172,482,30,1.0,20,10.12,28.67,1.48,5.73
116,50,25,0,172,414,30,1.0,20,6.88,,1.48,5.73
30816,105,394,5,172,554,26,1.0,391,0.44,34.4,0.01,6.62
30816,105,184,2,172,560,30,1.0,391,0.93,86.0,0.01,5.73
30816,105,227,13,172,519,30,1.0,391,0.76,13.23,0.01,5.73
30816,105,532,11,172,560,30,1.0,391,0.32,15.64,0.01,5.73
30816,105,225,4,172,470,28,1.0,391,0.76,43.0,0.01,6.14
30816,105,190,9,172,533,30,1.0,391,0.91,19.11,0.01,5.73
30816,105,321,13,172,592,30,1.0,391,0.54,13.23,0.01,5.73
30816,105,204,5,172,517,30,1.0,391,0.84,34.4,0.01,5.73
30816,105,346,16,172,544,28,1.0,391,0.5,10.75,0.01,6.14
30816,105,336,4,172,490,27,1.0,391,0.51,43.0,0.01,6.37
30816,105,201,3,172,586,30,1.0,391,0.86,57.33,0.01,5.73
30816,105,425,27,172,645,30,1.0,391,0.4,6.37,0.01,5.73
34666,239,1205,21,172,237,9,1.0,168,0.14,8.19,0.0,19.11
34666,239,2602,24,172,810,30,1.0,168,0.07,7.17,0.0,5.73
34666,239,874,27,172,775,30,1.0,168,0.2,6.37,0.0,5.73
34666,239,316,18,172,824,30,1.0,168,0.54,9.56,0.0,5.73
34666,239,817,20,172,1014,30,1.0,168,0.21,8.6,0.0,5.73
34666,239,927,43,172,1034,0,1.0,168,0.19,4.0,0.0,
34666,239,1302,19,172,831,30,1.0,168,0.13,9.05,0.0,5.73
34666,239,782,22,172,845,30,1.0,168,0.22,7.82,0.0,5.73
34666,239,1004,22,172,822,30,1.0,168,0.17,7.82,0.0,5.73
34666,239,1194,44,172,1081,0,1.0,168,0.14,3.91,0.0,
34666,239,1037,16,172,828,30,1.0,168,0.17,10.75,0.0,5.73
34666,239,820,40,172,826,0,1.0,168,0.21,4.3,0.0,
1259,594,10,0,172,112,6,1.0,434,17.2,,0.14,28.67
1259,594,17,0,172,792,25,1.0,434,10.12,,0.14,6.88
1259,594,15,0,172,856,30,1.0,434,11.47,,0.14,5.73
1259,594,8,0,172,856,30,1.0,434,21.5,,0.14,5.73
1259,594,7,1,172,856,30,1.0,434,24.57,172.0,0.14,5.73
1259,594,7,1,172,273,20,1.0,434,24.57,172.0,0.14,8.6
1259,594,55,24,1377,0,0,0.0,434,25.04,57.38,1.09,
1259,594,6,0,172,273,20,1.0,434,28.67,,0.14,8.6
1259,594,10,0,172,382,30,1.0,434,17.2,,0.14,5.73
1259,594,12,2,172,856,30,1.0,434,14.33,86.0,0.14,5.73
1259,594,3,0,172,856,30,1.0,434,57.33,,0.14,5.73
792,4,71,0,172,700,31,1.0,39,2.42,,0.22,5.55
792,4,74,0,172,982,15,1.0,39,2.32,,0.22,11.47
792,4,94,0,172,992,19,1.0,39,1.83,,0.22,9.05
792,4,50,0,172,822,30,1.0,39,3.44,,0.22,5.73
792,4,94,1,172,735,31,1.0,39,1.83,172.0,0.22,5.55
792,4,60,3,172,814,31,1.0,39,2.87,57.33,0.22,5.55
792,4,90,0,172,619,30,1.0,39,1.91,,0.22,5.73
792,4,83,0,172,1079,30,1.0,39,2.07,,0.22,5.73
792,4,89,0,172,449,30,1.0,39,1.93,,0.22,5.73
792,4,132,1,172,319,29,1.0,39,1.3,172.0,0.22,5.93
792,4,98,1,172,454,30,1.0,39,1.76,172.0,0.22,5.73
792,4,105,5,172,410,29,1.0,39,1.64,34.4,0.22,5.93
929,2894,7,0,16,366,14,0.0,282,2.29,,0.02,1.14
929,2894,7,0,28,595,19,0.0,282,4.0,,0.03,1.47
929,2894,13,0,48,315,14,0.0,282,3.69,,0.05,3.43
929,2894,7,1,36,312,13,0.0,282,5.14,36.0,0.04,2.77
929,2894,3,2,44,318,16,0.0,282,14.67,22.0,0.05,2.75
929,2894,21,0,67,614,21,0.0,282,3.19,,0.07,3.19
929,2894,36,1,172,690,19,1.0,282,4.78,172.0,0.19,9.05
929,2894,10,0,42,330,19,0.0,282,4.2,,0.05,2.21
929,2894,16,2,172,375,17,1.0,282,10.75,86.0,0.19,10.12
929,2894,17,1,172,280,8,1.0,282,10.12,172.0,0.19,21.5
929,2894,9,0,172,293,9,1.0,282,19.11,,0.19,19.11
929,2894,18,0,172,622,29,1.0,282,9.56,,0.19,5.93
1143,1894,26,1,172,1768,7,1.0,196,6.62,172.0,0.15,24.57
1143,1894,69,13,172,72,3,1.0,196,2.49,13.23,0.15,57.33
1143,1894,80,30,172,733,6,1.0,196,2.15,5.73,0.15,28.67
1143,1894,30,0,172,1657,7,1.0,196,5.73,,0.15,24.57
1143,1894,27,5,172,835,4,1.0,196,6.37,34.4,0.15,43.0
1143,1894,55,12,172,1657,4,1.0,196,3.13,14.33,0.15,43.0
1143,1894,90,78,172,1276,4,1.0,196,1.91,2.21,0.15,43.0
1143,1894,9,3,172,790,4,1.0,196,19.11,57.33,0.15,43.0
1143,1894,71,14,172,814,6,1.0,196,2.42,12.29,0.15,28.67
1143,1894,70,46,172,567,4,1.0,196,2.46,3.74,0.15,43.0
1143,1894,32,1,172,57,2,1.0,196,5.38,172.0,0.15,86.0
1143,1894,93,20,172,685,3,1.0,196,1.85,8.6,0.15,57.33
1129,317,103,10,172,857,28,1.0,117,1.67,17.2,0.15,6.14
1129,317,108,28,172,920,28,1.0,117,1.59,6.14,0.15,6.14
1129,317,136,4,172,996,29,1.0,117,1.26,43.0,0.15,5.93
1129,317,74,8,172,905,28,1.0,117,2.32,21.5,0.15,6.14
1129,317,87,8,172,952,28,1.0,117,1.98,21.5,0.15,6.14
1129,317,67,8,172,912,28,1.0,117,2.57,21.5,0.15,6.14
1129,317,80,8,172,974,25,1.0,117,2.15,21.5,0.15,6.88
1129,317,78,6,172,887,26,1.0,117,2.21,28.67,0.15,6.62
1129,317,109,13,172,899,28,1.0,117,1.58,13.23,0.15,6.14
1129,317,94,29,172,929,26,1.0,117,1.83,5.93,0.15,6.62
1129,317,127,12,172,960,26,1.0,117,1.35,14.33,0.15,6.62
1129,317,127,4,172,1185,26,1.0,117,1.35,43.0,0.15,6.62
140,432,8,0,172,353,24,1.0,8,21.5,,1.23,7.17
140,432,5,0,172,417,10,1.0,8,34.4,,1.23,17.2
140,432,3,0,172,358,13,1.0,8,57.33,,1.23,13.23
140,432,9,0,172,449,32,1.0,8,19.11,,1.23,5.38
140,432,21,0,172,324,22,1.0,8,8.19,,1.23,7.82
140,432,7,0,172,375,22,1.0,8,24.57,,1.23,7.82
140,432,9,0,172,579,29,1.0,8,19.11,,1.23,5.93
140,432,7,0,172,825,30,1.0,8,24.57,,1.23,5.73
1011,217,4,0,172,434,5,1.0,337,43.0,,0.17,34.4
1011,217,3,0,172,554,7,1.0,337,57.33,,0.17,24.57
1011,217,3,0,172,457,6,1.0,337,57.33,,0.17,28.67
1011,217,3,0,172,411,7,1.0,337,57.33,,0.17,24.57
1011,217,3,0,172,557,6,1.0,337,57.33,,0.17,28.67
1011,217,32,0,172,507,8,1.0,337,5.38,,0.17,21.5
1011,217,3,1,172,596,7,1.0,337,57.33,172.0,0.17,24.57
1011,217,2,0,172,554,7,1.0,337,86.0,,0.17,24.57
1011,217,4,0,172,485,7,1.0,337,43.0,,0.17,24.57
1011,217,3,0,172,472,7,1.0,337,57.33,,0.17,24.57
1011,217,3,0,172,190,0,1.0,337,57.33,,0.17,
1011,217,3,0,172,572,7,1.0,337,57.33,,0.17,24.57
313,42,14,0,172,168,8,1.0,37,12.29,,0.55,21.5
313,42,10,0,172,134,9,1.0,37,17.2,,0.55,19.11
313,42,16,0,172,491,9,1.0,37,10.75,,0.55,19.11
313,42,12,0,172,117,5,1.0,37,14.33,,0.55,34.4
313,42,16,0,172,771,7,1.0,37,10.75,,0.55,24.57
313,42,24,2,172,569,24,1.0,37,7.17,86.0,0.55,7.17
313,42,19,0,172,525,25,1.0,37,9.05,,0.55,6.88
313,42,20,0,172,525,24,1.0,37,8.6,,0.55,7.17
313,42,20,1,172,485,22,1.0,37,8.6,172.0,0.55,7.82
313,42,24,0,172,511,22,1.0,37,7.17,,0.55,7.82
313,42,23,0,172,325,30,1.0,37,7.48,,0.55,5.73
313,42,31,6,172,791,16,1.0,37,5.55,28.67,0.55,10.75
44684,141,520,32,11634,142,14,0.0,70,22.37,363.56,0.26,831.0
44684,141,1449,41,11358,184,14,0.0,70,7.84,277.02,0.25,811.29
44684,141,1572,46,172,142,14,1.0,70,0.11,3.74,0.0,12.29
44684,141,371,26,9385,157,2,0.0,70,25.3,360.96,0.21,4692.5
44684,141,429,8,9715,258,14,0.0,70,22.65,1214.38,0.22,693.93
44684,141,2142,53,23950,162,14,0.0,70,11.18,451.89,0.54,1710.71
44684,141,449,14,172,109,0,1.0,70,0.38,12.29,0.0,
44684,141,806,14,172,142,14,1.0,70,0.21,12.29,0.0,12.29
44684,141,475,5,9107,142,14,0.0,70,19.17,1821.4,0.2,650.5
44684,141,657,100,172,164,14,1.0,70,0.26,1.72,0.0,12.29
44684,141,785,82,172,163,14,1.0,70,0.22,2.1,0.0,12.29
44684,141,380,5,8719,197,14,0.0,70,22.94,1743.8,0.2,622.79
161075,50,912,25,172,641,30,1.0,857,0.19,6.88,0.0,5.73
161075,50,581,14,172,890,30,1.0,857,0.3,12.29,0.0,5.73
161075,50,1146,20,172,422,30,1.0,857,0.15,8.6,0.0,5.73
161075,50,1054,17,172,548,30,1.0,857,0.16,10.12,0.0,5.73
161075,50,1064,24,172,469,30,1.0,857,0.16,7.17,0.0,5.73
161075,50,709,26,172,247,0,1.0,857,0.24,6.62,0.0,
161075,50,1795,39,172,388,0,1.0,857,0.1,4.41,0.0,
161075,50,4027,51,172,505,30,1.0,857,0.04,3.37,0.0,5.73
161075,50,973,13,172,502,30,1.0,857,0.18,13.23,0.0,5.73
161075,50,2228,23,172,450,30,1.0,857,0.08,7.48,0.0,5.73
161075,50,764,25,172,381,30,1.0,857,0.23,6.88,0.0,5.73
161075,50,1214,21,172,420,0,1.0,857,0.14,8.19,0.0,
580,1069,39,3,172,200,1,1.0,24,4.41,57.33,0.3,172.0
580,1069,63,0,172,695,3,1.0,24,2.73,,0.3,57.33
580,1069,55,0,172,90,0,1.0,24,3.13,,0.3,
580,1069,98,7,172,3,0,1.0,24,1.76,24.57,0.3,
580,1069,57,0,172,381,27,1.0,24,3.02,,0.3,6.37
580,1069,80,1,172,370,31,1.0,24,2.15,172.0,0.3,5.55
580,1069,90,2,172,323,27,1.0,24,1.91,86.0,0.3,6.37
580,1069,240,2,172,423,29,1.0,24,0.72,86.0,0.3,5.93
580,1069,67,4,172,420,30,1.0,24,2.57,43.0,0.3,5.73
580,1069,70,0,172,290,9,1.0,24,2.46,,0.3,19.11
580,1069,136,15,172,457,32,1.0,24,1.26,11.47,0.3,5.38
580,1069,104,12,172,982,23,1.0,24,1.65,14.33,0.3,7.48
103,44,24,2,172,296,27,1.0,6,7.17,86.0,1.67,6.37
103,44,20,2,172,180,16,1.0,6,8.6,86.0,1.67,10.75
103,44,31,1,172,253,19,1.0,6,5.55,172.0,1.67,9.05
103,44,36,5,172,242,20,1.0,6,4.78,34.4,1.67,8.6
103,44,32,3,172,211,17,1.0,6,5.38,57.33,1.67,10.12
103,44,20,0,172,274,13,1.0,6,8.6,,1.67,13.23
629,4,32,1,172,1155,8,1.0,21,5.38,172.0,0.27,21.5
629,4,53,0,338,955,7,0.0,21,6.38,,0.54,48.29
629,4,68,1,172,261,11,1.0,21,2.53,172.0,0.27,15.64
629,4,35,1,172,326,8,1.0,21,4.91,172.0,0.27,21.5
629,4,60,0,172,493,6,1.0,21,2.87,,0.27,28.67
629,4,19,1,172,311,4,1.0,21,9.05,172.0,0.27,43.0
629,4,65,0,172,109,5,1.0,21,2.65,,0.27,34.4
629,4,70,7,172,439,0,1.0,21,2.46,24.57,0.27,
629,4,23,2,172,423,4,1.0,21,7.48,86.0,0.27,43.0
629,4,14,1,172,420,6,1.0,21,12.29,172.0,0.27,28.67
629,4,10,0,172,780,0,1.0,21,17.2,,0.27,
629,4,25,0,172,508,31,1.0,21,6.88,,0.27,5.55
11245,833,185,5,4218,575,0,0.0,213,22.8,843.6,0.38,
11245,833,797,9,172,443,0,1.0,213,0.22,19.11,0.02,
11245,833,306,7,172,662,0,1.0,213,0.56,24.57,0.02,
11245,833,69,1,172,321,0,1.0,213,2.49,172.0,0.02,
11245,833,2975,16,172,2215,0,1.0,213,0.06,10.75,0.02,
11245,833,71,1,172,378,0,1.0,213,2.42,172.0,0.02,
11245,833,771,8,172,1294,0,1.0,213,0.22,21.5,0.02,
11245,833,79,4,1408,431,28,0.0,213,17.82,352.0,0.13,50.29
11245,833,544,6,172,584,0,1.0,213,0.32,28.67,0.02,
11245,833,631,4,172,286,0,1.0,213,0.27,43.0,0.02,
11245,833,3092,27,172,680,0,1.0,213,0.06,6.37,0.02,
11245,833,192,5,172,735,0,1.0,213,0.9,34.4,0.02,
1832,3786,27,0,172,2220,30,1.0,251,6.37,,0.09,5.73
1832,3786,34,1,172,1453,19,1.0,251,5.06,172.0,0.09,9.05
1832,3786,17,0,172,1122,27,1.0,251,10.12,,0.09,6.37
1832,3786,14,0,172,1780,30,1.0,251,12.29,,0.09,5.73
1832,3786,18,0,172,1432,30,1.0,251,9.56,,0.09,5.73
1832,3786,75,1,172,393,30,1.0,251,2.29,172.0,0.09,5.73
1832,3786,23,1,172,404,25,1.0,251,7.48,172.0,0.09,6.88
1832,3786,20,0,172,500,30,1.0,251,8.6,,0.09,5.73
1832,3786,26,0,172,473,29,1.0,251,6.62,,0.09,5.93
1832,3786,37,0,172,467,27,1.0,251,4.65,,0.09,6.37
1832,3786,46,3,172,409,30,1.0,251,3.74,57.33,0.09,5.73
1832,3786,29,2,172,407,30,1.0,251,5.93,86.0,0.09,5.73
995,357,59,1,172,208,21,1.0,214,2.92,172.0,0.17,8.19
995,357,49,0,172,218,22,1.0,214,3.51,,0.17,7.82
995,357,34,0,172,343,24,1.0,214,5.06,,0.17,7.17
995,357,56,0,172,209,21,1.0,214,3.07,,0.17,8.19
995,357,48,0,172,458,41,1.0,214,3.58,,0.17,4.2
528,357,60,2,172,376,36,1.0,214,2.87,86.0,0.33,4.78
995,357,66,2,172,405,33,1.0,214,2.61,86.0,0.17,5.21
995,357,46,0,172,362,30,1.0,214,3.74,,0.17,5.73
995,357,24,0,172,444,33,1.0,214,7.17,,0.17,5.21
995,357,34,0,172,447,37,1.0,214,5.06,,0.17,4.65
995,357,50,1,172,359,33,1.0,214,3.44,172.0,0.17,5.21
995,357,42,0,172,373,33,1.0,214,4.1,,0.17,5.21
367,36,8,0,172,124,4,1.0,18,21.5,,0.47,43.0
367,36,6,0,172,141,4,1.0,18,28.67,,0.47,43.0
367,36,6,0,172,117,3,1.0,18,28.67,,0.47,57.33
367,36,5,0,172,79,0,1.0,18,34.4,,0.47,
367,36,12,0,172,157,3,1.0,18,14.33,,0.47,57.33
367,36,7,0,172,217,5,1.0,18,24.57,,0.47,34.4
367,36,11,0,172,224,6,1.0,18,15.64,,0.47,28.67
367,36,6,0,172,210,4,1.0,18,28.67,,0.47,43.0
367,36,9,0,172,195,5,1.0,18,19.11,,0.47,34.4
367,36,16,1,172,212,5,1.0,18,10.75,172.0,0.47,34.4
367,36,8,0,172,175,4,1.0,18,21.5,,0.47,43.0
367,36,9,1,172,178,4,1.0,18,19.11,172.0,0.47,43.0
651,425,27,1,280,330,28,0.0,226,10.37,280.0,0.43,10.0
651,425,27,2,172,330,28,1.0,226,6.37,86.0,0.26,6.14
651,425,201,2,15216,327,26,0.0,226,75.7,7608.0,23.37,585.23
651,425,23,0,514,307,25,0.0,226,22.35,,0.79,20.56
651,425,49,2,172,355,27,1.0,226,3.51,86.0,0.26,6.37
651,425,47,2,172,322,25,1.0,226,3.66,86.0,0.26,6.88
651,425,31,1,305,314,26,0.0,226,9.84,305.0,0.47,11.73
651,425,35,1,172,351,30,1.0,226,4.91,172.0,0.26,5.73
651,425,53,2,1098,0,0,0.0,226,20.72,549.0,1.69,
651,425,43,1,432,188,12,0.0,226,10.05,432.0,0.66,36.0
651,425,55,1,584,359,29,0.0,226,10.62,584.0,0.9,20.14
651,425,94,3,3267,347,28,0.0,226,34.76,1089.0,5.02,116.68
1178,112,34,0,172,473,30,1.0,25,5.06,,0.15,5.73
1178,112,24,1,172,413,29,1.0,25,7.17,172.0,0.15,5.93
1178,112,23,0,172,405,29,1.0,25,7.48,,0.15,5.93
1178,112,19,0,172,430,28,1.0,25,9.05,,0.15,6.14
1178,112,31,5,172,507,28,1.0,25,5.55,34.4,0.15,6.14
1178,112,91,0,172,460,28,1.0,25,1.89,,0.15,6.14
1178,112,100,1,172,501,28,1.0,25,1.72,172.0,0.15,6.14
1178,112,71,0,172,576,29,1.0,25,2.42,,0.15,5.93
1178,112,73,0,172,566,29,1.0,25,2.36,,0.15,5.93
1178,112,82,2,172,574,29,1.0,25,2.1,86.0,0.15,5.93
1178,112,116,11,172,566,29,1.0,25,1.48,15.64,0.15,5.93
1178,112,133,0,172,583,29,1.0,25,1.29,,0.15,5.93
