followers,following,likes,comments,video_view_count,caption_length,hashtag_count,media_type,posts_count,views_per_like,views_per_comment,views_per_follower,views_per_hashtag
185,305,14,2,172,274,4,1.0,25,12.29,86.0,0.93,43.0
357,1163,5,0,172,2,0,1.0,67,34.4,,0.48,
192,251,43,2,172,72,0,1.0,32,4.0,86.0,0.9,
930,442,44,2,172,679,2,1.0,140,3.91,86.0,0.18,86.0
102,455,29,1,172,558,29,1.0,13,5.93,172.0,1.69,5.93
144,189,11,1,172,0,0,1.0,12,15.64,172.0,1.19,
50602,42,801,10,172,435,27,1.0,532,0.21,17.2,0.0,6.37
1032,183,27,0,172,1989,27,1.0,399,6.37,,0.17,6.37
1295,1104,28,0,172,1121,15,1.0,207,6.14,,0.13,11.47
351,868,57,17,172,3891,19,1.0,398,3.02,10.12,0.49,9.05
1480,55,57,0,172,1264,15,1.0,325,3.02,,0.12,11.47
765,874,101,1,172,115,1,1.0,58,1.7,172.0,0.22,172.0
5280,351,1436,50,172,682,25,1.0,33,0.12,3.44,0.03,6.88
572,485,37,2,172,419,28,1.0,25,4.65,86.0,0.3,6.14
3534,669,177,35,172,945,18,1.0,6,0.97,4.91,0.05,9.56
332,811,139,8,172,0,0,1.0,203,1.24,21.5,0.52,
751,1305,111,2,172,249,4,1.0,269,1.55,86.0,0.23,43.0
14929,3547,439,8,172,151,0,1.0,522,0.39,21.5,0.01,
2017,1,10,0,172,359,2,1.0,184,17.2,,0.09,86.0
773,739,6,0,172,471,11,1.0,370,28.67,,0.22,15.64
1492,354,5,0,43,226,11,0.0,640,8.6,,0.03,3.91
1056,560,31,1,172,314,6,1.0,904,5.55,172.0,0.16,28.67
934,5142,1,0,22,30,0,0.0,165,22.0,,0.02,
275,38,25,4,172,693,29,1.0,26,6.88,43.0,0.63,5.93
135,57,25,2,172,45,2,1.0,16,6.88,86.0,1.27,86.0
245,5,30,0,172,544,18,1.0,44,5.73,,0.7,9.56
907,598,19,0,172,508,2,1.0,86,9.05,,0.19,86.0
159,363,10,0,172,282,15,1.0,141,17.2,,1.08,11.47
228,507,12,1,172,91,0,1.0,60,14.33,172.0,0.75,
1661,420,74,15,172,1132,17,1.0,108,2.32,11.47,0.1,10.12
585,312,11,1,172,58,1,1.0,1904,15.64,172.0,0.29,172.0
101,125,19,2,172,394,25,1.0,12,9.05,86.0,1.7,6.88
122,163,4,0,172,77,6,1.0,14,43.0,,1.41,28.67
190,325,11,0,172,361,20,1.0,12,15.64,,0.91,8.6
117,148,32,0,172,79,2,1.0,36,5.38,,1.47,86.0
3373,593,73,10,172,63,0,1.0,16,2.36,17.2,0.05,
227,244,52,3,172,630,12,1.0,97,3.31,57.33,0.76,14.33
133,423,31,8,172,195,17,1.0,35,5.55,21.5,1.29,10.12
287,104,7,1,172,458,30,1.0,148,24.57,172.0,0.6,5.73
330,294,20,0,172,419,23,1.0,245,8.6,,0.52,7.48
326,1890,9,0,172,344,18,1.0,333,19.11,,0.53,9.56
266,437,12,1,133,16,0,0.0,21,11.08,133.0,0.5,
917,48,113,11,172,1215,9,1.0,14,1.52,15.64,0.19,19.11
770,142,77,6,172,2084,25,1.0,12,2.23,28.67,0.22,6.88
17219,5,323,4,172,388,30,1.0,165,0.53,43.0,0.01,5.73
1982,1378,25,0,172,715,8,1.0,214,6.88,,0.09,21.5
1251,1420,23,2,84,120,7,0.0,182,3.65,42.0,0.07,12.0
1467,226,5,1,307,10,0,0.0,35,61.4,307.0,0.21,
1146,876,44,0,228,325,23,0.0,119,5.18,,0.2,9.91
454,32,148,13,172,486,24,1.0,12,1.16,13.23,0.38,7.17
887,1891,4,0,33,207,0,0.0,129,8.25,,0.04,
213,322,16,2,172,484,11,1.0,598,10.75,86.0,0.81,15.64
293,422,39,1,172,233,14,1.0,148,4.41,172.0,0.59,12.29
606,153,17,0,172,442,30,1.0,45,10.12,,0.28,5.73
197,726,4,1,172,458,7,1.0,142,43.0,172.0,0.87,24.57
422,1142,91,6,172,99,7,1.0,79,1.89,28.67,0.41,24.57
1346,105,4,0,172,436,6,1.0,80,43.0,,0.13,28.67
11669,342,18,0,172,1572,7,1.0,263,9.56,,0.01,24.57
318,657,55,4,172,364,17,1.0,26,3.13,43.0,0.54,10.12
1002,547,35,2,172,319,24,1.0,25,4.91,86.0,0.17,7.17
1251,1420,41,16,292,380,14,0.0,182,7.12,18.25,0.23,20.86
383,122,97,8,172,779,23,1.0,38,1.77,21.5,0.45,7.48
7311,6310,319,1,172,308,32,1.0,222,0.54,172.0,0.02,5.38
388,2405,116,2,172,142,8,1.0,113,1.48,86.0,0.44,21.5
758,877,49,2,1367,144,8,0.0,16,27.9,683.5,1.8,170.88
5116,306,102,2,172,2238,18,1.0,827,1.69,86.0,0.03,9.56
2592,7325,9,0,172,1153,30,1.0,284,19.11,,0.07,5.73
250,576,21,0,172,487,9,1.0,7,8.19,,0.69,19.11
282,58,7,0,172,676,20,1.0,139,24.57,,0.61,8.6
528,408,64,0,172,1674,14,1.0,96,2.69,,0.33,12.29
148,21,16,1,172,401,24,1.0,22,10.75,172.0,1.16,7.17
101,122,19,0,109,212,5,0.0,14,5.74,,1.08,21.8
893,1147,43,2,172,938,30,1.0,164,4.0,86.0,0.19,5.73
14651,7288,162,19,172,1603,30,1.0,705,1.06,9.05,0.01,5.73
1143,1894,32,1,172,57,2,1.0,196,5.38,172.0,0.15,86.0
468,603,12,0,172,584,21,1.0,111,14.33,,0.37,8.19
140,716,7,0,172,117,9,1.0,49,24.57,,1.23,19.11
1436,499,102,10,745,380,25,0.0,18,7.3,74.5,0.52,29.8
268,843,30,2,172,507,30,1.0,59,5.73,86.0,0.64,5.73
266,437,55,1,172,26,0,1.0,21,3.13,172.0,0.65,
306,553,42,4,172,53,0,1.0,138,4.1,43.0,0.56,
725,3171,22,0,172,242,22,1.0,103,7.82,,0.24,7.82
266,749,55,0,172,149,3,1.0,13,3.13,,0.65,57.33
934,454,161,49,172,520,16,1.0,38,1.07,3.51,0.18,10.75
1274,347,52,3,435,168,5,0.0,117,8.37,145.0,0.34,87.0
348,163,17,2,172,760,30,1.0,33,10.12,86.0,0.49,5.73
306,388,100,10,172,137,7,1.0,7,1.72,17.2,0.56,24.57
11461,28,11,0,172,449,20,1.0,194,15.64,,0.02,8.6
982,5428,14,0,172,106,1,1.0,197,12.29,,0.18,172.0
376,875,63,4,203,177,9,0.0,218,3.22,50.75,0.54,22.56
1350,844,71,4,172,1054,9,1.0,196,2.42,43.0,0.13,19.11
316,84,98,4,439,64,0,0.0,27,4.48,109.75,1.39,
3144,12,41,2,172,508,30,1.0,206,4.2,86.0,0.05,5.73
185,938,43,0,172,426,28,1.0,46,4.0,,0.93,6.14
652,978,13,0,172,348,29,1.0,77,13.23,,0.26,5.93
3684,7,258,17,172,1269,30,1.0,76,0.67,10.12,0.05,5.73
116,412,22,0,172,50,5,1.0,111,7.82,,1.48,34.4
1294,2591,37,1,947,239,24,0.0,138,25.59,947.0,0.73,39.46
266,107,10,0,70,386,30,0.0,207,7.0,,0.26,2.33
528,235,58,7,172,278,18,1.0,25,2.97,24.57,0.33,9.56
183,468,27,4,172,169,7,1.0,24,6.37,43.0,0.94,24.57
39050,367,249,3,172,541,21,1.0,653,0.69,57.33,0.0,8.19
251,907,7,0,172,10,0,1.0,181,24.57,,0.69,
471,343,8,1,172,134,5,1.0,38,21.5,172.0,0.37,34.4
213,584,22,1,172,237,17,1.0,15,7.82,172.0,0.81,10.12
6540,175,80,24,172,423,23,1.0,363,2.15,7.17,0.03,7.48
108,153,14,1,172,47,1,1.0,17,12.29,172.0,1.59,172.0
1096,331,25,1,326,858,30,1.0,669,13.04,326.0,0.3,10.87
198,421,44,2,172,375,30,1.0,58,3.91,86.0,0.87,5.73
134,224,25,2,172,133,9,1.0,373,6.88,86.0,1.28,19.11
209,8,11,2,172,205,8,1.0,10,15.64,86.0,0.82,21.5
2201,5052,21,0,172,794,12,1.0,384,8.19,,0.08,14.33
599,136,87,0,59,314,30,0.0,100,0.68,,0.1,1.97
12989,26,132,7,172,173,7,1.0,446,1.3,24.57,0.01,24.57
749,910,30,8,172,1059,26,1.0,91,5.73,21.5,0.23,6.62
960,786,63,23,164,417,5,0.0,86,2.6,7.13,0.17,32.8
155,103,19,0,172,145,2,1.0,10,9.05,,1.11,86.0
486,264,4,0,172,625,14,1.0,251,43.0,,0.35,12.29
977,362,119,41,172,599,29,1.0,149,1.45,4.2,0.18,5.93
791,328,65,24,172,1478,30,1.0,118,2.65,7.17,0.22,5.73
2525,203,143,4,172,359,15,1.0,46,1.2,43.0,0.07,11.47
1322,47,35,1,172,930,14,1.0,295,4.91,172.0,0.13,12.29
1555,146,182,27,172,0,0,1.0,36,0.95,6.37,0.11,
230,280,17,0,172,227,4,1.0,76,10.12,,0.75,43.0
4192,379,370,2,172,667,30,1.0,24,0.46,86.0,0.04,5.73
137,805,6,1,172,38,4,1.0,46,28.67,172.0,1.26,43.0
222,309,49,2,172,60,1,1.0,91,3.51,86.0,0.77,172.0
925,90,24,1,172,343,14,0.0,72,7.17,172.0,0.19,12.29
488,517,78,4,172,462,27,1.0,187,2.21,43.0,0.35,6.37
114,132,20,0,172,1445,27,1.0,74,8.6,,1.51,6.37
125,120,19,1,172,285,9,1.0,17,9.05,172.0,1.38,19.11
17640,0,362,6,3897,394,22,0.0,179,10.77,649.5,0.22,177.14
998,1136,84,2,172,1364,30,1.0,69,2.05,86.0,0.17,5.73
12030,65,331,10,172,410,30,1.0,352,0.52,17.2,0.01,5.73
147,240,45,1,172,79,11,1.0,21,3.82,172.0,1.17,15.64
284,445,5,0,172,223,18,1.0,147,34.4,,0.61,9.56
718,1846,12,2,172,20,0,1.0,363,14.33,86.0,0.24,
146,264,14,0,172,335,28,1.0,104,12.29,,1.18,6.14
114,337,94,7,172,397,30,0.0,30,1.83,24.57,1.51,5.73
457,617,13,1,172,294,8,1.0,172,13.23,172.0,0.38,21.5
318,657,33,1,172,566,30,1.0,26,5.21,172.0,0.54,5.73
169,162,43,2,172,45,3,1.0,21,4.0,86.0,1.02,57.33
1600,1031,96,1,172,1538,6,1.0,606,1.79,172.0,0.11,28.67
394,436,47,1,172,253,12,1.0,122,3.66,172.0,0.44,14.33
812,1234,7,1,172,184,17,1.0,436,24.57,172.0,0.21,10.12
318,5111,2,0,172,0,0,1.0,18,86.0,,0.54,
134,269,2,0,172,321,4,1.0,98,86.0,,1.28,43.0
3373,593,49,1,172,69,14,1.0,16,3.51,172.0,0.05,12.29
180,562,13,0,172,100,4,1.0,58,13.23,,0.96,43.0
415,1156,1,0,172,12,1,1.0,656,172.0,,0.41,172.0
1322,47,44,2,172,840,20,1.0,295,3.91,86.0,0.13,8.6
14605,588,775,6,172,597,21,1.0,715,0.22,28.67,0.01,8.19
276,851,79,3,172,256,13,1.0,19,2.18,57.33,0.62,13.23
132,36,10,0,172,343,0,0.0,113,17.2,,1.3,
438,301,49,0,172,163,15,1.0,20,3.51,,0.39,11.47
866,4,48,2,172,442,30,1.0,105,3.58,86.0,0.2,5.73
2515,670,86,1,172,360,30,1.0,124,2.0,172.0,0.07,5.73
462,60,62,0,172,147,16,1.0,588,2.77,,0.37,10.75
343,289,9,0,172,570,6,1.0,131,19.11,,0.5,28.67
441,542,75,9,172,1451,0,1.0,59,2.29,19.11,0.39,
634,637,47,4,172,0,0,1.0,27,3.66,43.0,0.27,
5171,813,14,0,172,341,28,1.0,316,12.29,,0.03,6.14
463,401,30,0,172,382,10,1.0,29,5.73,,0.37,17.2
575,279,55,3,184,105,1,0.0,203,3.35,61.33,0.32,184.0
160,381,24,1,172,65,6,1.0,48,7.17,172.0,1.08,28.67
191,234,23,0,172,6,0,1.0,224,7.48,,0.9,
106,1003,39,2,172,335,27,1.0,35,4.41,86.0,1.62,6.37
132,277,7,0,172,77,6,1.0,25,24.57,,1.3,28.67
224,359,9,3,172,132,0,1.0,259,19.11,57.33,0.77,
383,122,75,2,172,539,22,1.0,38,2.29,86.0,0.45,7.82
210,764,95,4,172,303,24,1.0,42,1.81,43.0,0.82,7.17
154,466,32,2,172,650,15,1.0,91,5.38,86.0,1.12,11.47
337,518,3,0,172,172,2,1.0,2008,57.33,,0.51,86.0
528,990,20,2,105,488,17,0.0,39,5.25,52.5,0.2,6.18
1557,4966,137,4,172,44,0,1.0,42,1.26,43.0,0.11,
389,490,21,0,172,342,26,1.0,96,8.19,,0.44,6.62
215,940,23,0,172,150,2,1.0,33,7.48,,0.8,86.0
586,1414,55,4,172,36,4,1.0,52,3.13,43.0,0.29,43.0
4246,4996,200,2,172,340,30,1.0,289,0.86,86.0,0.04,5.73
528,306,32,1,172,0,0,1.0,15,5.38,172.0,0.33,
317,622,32,43,172,969,26,1.0,51,5.38,4.0,0.54,6.62
606,153,35,2,172,419,30,1.0,45,4.91,86.0,0.28,5.73
533295,218,9753,44,172,381,30,1.0,1605,0.02,3.91,0.0,5.73
1447,3615,72,1,86,331,31,0.0,78,1.19,86.0,0.06,2.77
25614,66,101,4,456,988,31,0.0,6,4.51,114.0,0.02,14.71
302,418,4,0,172,724,23,1.0,1221,43.0,,0.57,7.48
137,805,71,5,172,20,3,1.0,46,2.42,34.4,1.26,57.33
226,505,15,1,172,0,0,0.0,7,11.47,172.0,0.76,
129,122,31,2,148,684,13,0.0,10,4.77,74.0,1.15,11.38
1379,6,15,0,136,2254,3,0.0,410,9.07,,0.1,45.33
830,6082,52,2,172,101,8,1.0,53,3.31,86.0,0.21,21.5
1765,798,16,0,132,112,0,0.0,179,8.25,,0.07,
306,359,91,1,172,31,0,1.0,15,1.89,172.0,0.56,
114,23,14,2,172,42,1,1.0,89,12.29,86.0,1.51,172.0
915,694,13,0,9,1826,5,0.0,22,0.69,,0.01,1.8
528,0,19,0,172,427,19,1.0,50,9.05,,0.33,9.05
325,987,9,0,172,68,3,1.0,41,19.11,,0.53,57.33
190,325,10,0,172,282,16,1.0,12,17.2,,0.91,10.75
152,85,97,0,172,460,28,1.0,75,1.77,,1.13,6.14
1056,560,80,18,172,646,15,1.0,904,2.15,9.56,0.16,11.47
625,855,17,0,172,285,22,1.0,90,10.12,,0.28,7.82
2592,7325,10,0,172,743,29,1.0,284,17.2,,0.07,5.93
6920,1751,265,22,172,2133,4,1.0,226,0.65,7.82,0.02,43.0
2945,31,11,0,172,614,13,1.0,352,15.64,,0.06,13.23
1269,1443,51,0,172,436,12,1.0,158,3.37,,0.14,14.33
180,228,3,0,9,99,9,0.0,406,3.0,,0.05,1.0
771,2903,16,0,172,13,1,1.0,18,10.75,,0.22,172.0
902,549,93,6,172,741,7,1.0,19,1.85,28.67,0.19,24.57
1553,874,58,14,172,0,0,1.0,1047,2.97,12.29,0.11,
260,416,18,0,172,327,8,1.0,44,9.56,,0.66,21.5
167,131,7,0,172,506,15,1.0,138,24.57,,1.03,11.47
589,448,7,0,172,135,12,1.0,22,24.57,,0.29,14.33
450,1,86,1,172,363,30,1.0,112,2.0,172.0,0.38,5.73
5358,518,362,25,172,1638,30,1.0,71,0.48,6.88,0.03,5.73
2991,1153,23,1,172,0,0,1.0,2287,7.48,172.0,0.06,
110,211,34,0,172,0,0,1.0,6,5.06,,1.56,
487,0,6,0,172,162,11,1.0,56,28.67,,0.35,15.64
991,6739,79,3,172,413,17,1.0,29,2.18,57.33,0.17,10.12
173,70,6,0,172,406,30,1.0,42,28.67,,0.99,5.73
402,3535,24,1,172,119,5,1.0,10,7.17,172.0,0.43,34.4
268,1774,32,3,172,343,14,0.0,53,5.38,57.33,0.64,12.29
306,606,21,1,172,503,20,1.0,29,8.19,172.0,0.56,8.6
188,443,12,1,172,245,21,1.0,17,14.33,172.0,0.91,8.19
190,361,43,2,208,364,30,0.0,110,4.84,104.0,1.09,6.93
205,658,4,0,172,681,21,1.0,165,43.0,,0.84,8.19
529,904,114,2,172,807,8,1.0,180,1.51,86.0,0.33,21.5
1906,562,48,4,218,635,31,0.0,112,4.54,54.5,0.11,7.03
430,889,173,7,172,956,27,1.0,15,0.99,24.57,0.4,6.37
196,4,4,0,172,1189,25,1.0,106,43.0,,0.88,6.88
1489,69,91,1,172,383,24,1.0,136,1.89,172.0,0.12,7.17
584,794,154,1,172,0,0,1.0,22,1.12,172.0,0.29,
132,36,27,0,172,375,23,1.0,113,6.37,,1.3,7.48
119,155,4,1,172,166,8,1.0,30,43.0,172.0,1.45,21.5
339,808,34,0,172,805,28,1.0,124,5.06,,0.51,6.14
965,1008,23,0,172,262,21,1.0,102,7.48,,0.18,8.19
104,54,3,0,172,159,6,1.0,275,57.33,,1.65,28.67
271,100,30,1,172,576,29,1.0,41,5.73,172.0,0.63,5.93
2109,304,74,1,172,97,6,1.0,487,2.32,172.0,0.08,28.67
2456,561,74,2,172,381,8,1.0,251,2.32,86.0,0.07,21.5
318,657,37,2,172,355,19,1.0,26,4.65,86.0,0.54,9.05
3456,142,41,2,200,317,23,0.0,545,4.88,100.0,0.06,8.7
694,382,84,4,2276,307,13,0.0,6,27.1,569.0,3.28,175.08
1383,2083,52,4,172,787,30,1.0,240,3.31,43.0,0.12,5.73
1071,219,96,2,172,269,16,1.0,19,1.79,86.0,0.16,10.75
343,1281,41,0,172,260,21,1.0,57,4.2,,0.5,8.19
221,624,32,0,172,348,30,1.0,243,5.38,,0.78,5.73
545,65,20,2,172,473,17,1.0,39,8.6,86.0,0.32,10.12
146,87,38,2,172,789,7,1.0,12,4.53,86.0,1.18,24.57
2235,652,191,2,1280,131,0,0.0,326,6.7,640.0,0.57,
8789,115,411,27,172,450,28,1.0,46,0.42,6.37,0.02,6.14
16549,182,690,9,172,367,24,1.0,1203,0.25,19.11,0.01,7.17
128,226,57,7,172,133,13,1.0,172,3.02,24.57,1.34,13.23
177,190,19,1,172,471,30,1.0,54,9.05,172.0,0.97,5.73
467,487,60,6,172,230,11,1.0,16,2.87,28.67,0.37,15.64
1304,26,30,3,172,1026,0,1.0,193,5.73,57.33,0.13,
26656,449,637,38,172,461,15,1.0,306,0.27,4.53,0.01,11.47
121,324,33,0,172,220,16,1.0,57,5.21,,1.42,10.75
1520,701,42,4,172,770,5,1.0,160,4.1,43.0,0.11,34.4
230,280,19,0,172,38,0,1.0,76,9.05,,0.75,
337,497,88,2,172,48,0,1.0,35,1.95,86.0,0.51,
2559,442,273,37,172,2137,31,1.0,51,0.63,4.65,0.07,5.55
3302,479,162,22,172,307,9,1.0,8,1.06,7.82,0.05,19.11
392,307,32,0,172,530,27,1.0,14,5.38,,0.44,6.37
2383,175,23,0,172,16,1,1.0,58,7.48,,0.07,172.0
128,86,0,0,172,540,13,1.0,70,,,1.34,13.23
464,885,78,15,172,538,15,1.0,34,2.21,11.47,0.37,11.47
415,68,51,0,172,439,31,1.0,484,3.37,,0.41,5.55
274,672,19,0,172,7,1,1.0,36,9.05,,0.63,172.0
626,2594,5,0,172,78,0,1.0,13,34.4,,0.27,
872,357,7,0,172,285,19,1.0,151,24.57,,0.2,9.05
781,1254,44,0,86,337,30,0.0,64,1.95,,0.11,2.87
379,868,42,0,217,195,9,0.0,98,5.17,,0.57,24.11
443,1197,6,1,172,227,15,1.0,218,28.67,172.0,0.39,11.47
725,135,41,8,172,1349,13,1.0,66,4.2,21.5,0.24,13.23
1701,200,358,3,172,541,20,1.0,37,0.48,57.33,0.1,8.6
768,1223,65,0,172,584,31,1.0,83,2.65,,0.22,5.55
258,289,22,0,172,204,17,1.0,170,7.82,,0.67,10.12
13515,70,79,4,172,403,6,1.0,6251,2.18,43.0,0.01,28.67
197,192,22,0,172,491,23,1.0,13,7.82,,0.87,7.48
1038,2179,26,8,172,365,0,1.0,45,6.62,21.5,0.17,
1095,2649,84,5,102,837,30,0.0,10,1.21,20.4,0.09,3.4
1379,6,6,0,32,405,30,0.0,410,5.33,,0.02,1.07
240,604,15,0,172,428,29,1.0,34,11.47,,0.72,5.93
451,29,22,0,172,763,30,1.0,169,7.82,,0.38,5.73
399,75,8,0,549,867,14,0.0,56,68.62,,1.38,39.21
584,523,16,2,172,537,28,1.0,78,10.75,86.0,0.29,6.14
204,471,17,1,172,1510,27,1.0,91,10.12,172.0,0.84,6.37
15734,572,133,14,172,383,14,1.0,2915,1.29,12.29,0.01,12.29
633,1465,52,2,1104,30,2,0.0,31,21.23,552.0,1.74,552.0
50602,42,1293,31,172,362,29,1.0,532,0.13,5.55,0.0,5.93
934,5142,3,1,25,16,0,0.0,165,8.33,25.0,0.03,
599,74,30,0,172,1105,28,1.0,169,5.73,,0.29,6.14
995,1735,25,0,172,595,30,1.0,49,6.88,,0.17,5.73
4145,1551,275,6,172,627,31,1.0,142,0.63,28.67,0.04,5.55
396,579,26,0,172,731,10,1.0,55,6.62,,0.43,17.2
230,264,2,0,172,19,0,1.0,9,86.0,,0.75,
179,217,11,2,172,0,14,1.0,17,15.64,86.0,0.96,12.29
611,3531,7,0,172,0,0,1.0,40,24.57,,0.28,
160,381,13,0,172,109,10,1.0,48,13.23,,1.08,17.2
114,695,4,0,25,29,3,0.0,77,6.25,,0.22,8.33
1111,387,108,5,172,674,26,1.0,29,1.59,34.4,0.15,6.62
287,104,10,0,172,417,26,1.0,148,17.2,,0.6,6.62
1694,4191,73,1,143,29,3,0.0,19,1.96,143.0,0.08,47.67
140,240,12,2,172,361,9,1.0,13,14.33,86.0,1.23,19.11
528,2339,32,0,172,55,1,0.0,89,5.38,,0.33,172.0
351,92,61,9,172,343,14,1.0,83,2.82,19.11,0.49,12.29
470,269,20,3,172,987,14,1.0,11,8.6,57.33,0.37,12.29
599,136,95,0,172,317,25,1.0,100,1.81,,0.29,6.88
1498,996,404,19,6088,0,0,0.0,106,15.07,320.42,4.06,
2965,137,113,12,172,657,30,1.0,172,1.52,14.33,0.06,5.73
423,409,72,7,172,491,25,1.0,15,2.39,24.57,0.41,6.88
19177,0,731,3,172,65,4,1.0,196,0.24,57.33,0.01,43.0
46752,70,763,3,172,477,14,1.0,1465,0.23,57.33,0.0,12.29
437,273,47,2,172,277,16,1.0,354,3.66,86.0,0.39,10.75
1495,4,5,0,172,381,11,1.0,16,34.4,,0.12,15.64
699,362,41,0,276,395,30,0.0,58,6.73,,0.39,9.2
128869,9,907,4,172,1212,31,1.0,442,0.19,43.0,0.0,5.55
1445,990,88,2,172,524,30,1.0,306,1.95,86.0,0.12,5.73
626,2594,18,0,172,82,0,1.0,13,9.56,,0.27,
460,93,23,2,172,440,19,1.0,97,7.48,86.0,0.37,9.05
102,40,22,0,172,363,20,1.0,8,7.82,,1.69,8.6
1272,1377,15,0,172,335,27,1.0,68,11.47,,0.14,6.37
3373,593,30,4,83,409,12,0.0,16,2.77,20.75,0.02,6.92
371,2021,13,0,172,46,0,1.0,55,13.23,,0.46,
447,310,115,2,172,0,0,1.0,20,1.5,86.0,0.38,
991,761,78,2,172,83,0,1.0,96,2.21,86.0,0.17,
1169,1111,23,0,172,261,23,1.0,62,7.48,,0.15,7.48
189,973,23,0,172,421,23,1.0,195,7.48,,0.91,7.48
2466,141,493,25,172,1400,30,1.0,68,0.35,6.88,0.07,5.73
123,63,9,0,172,453,9,1.0,138,19.11,,1.4,19.11
584,794,173,5,172,156,4,1.0,22,0.99,34.4,0.29,43.0
41201,119,1737,76,172,581,0,1.0,225,0.1,2.26,0.0,
3269,1150,129,15,172,644,5,1.0,72,1.33,11.47,0.05,34.4
149,468,48,3,172,185,13,1.0,16,3.58,57.33,1.15,13.23
556,644,68,1,483,469,10,0.0,28,7.1,483.0,0.87,48.3
738,154,45,3,264,34,0,0.0,12,5.87,88.0,0.36,
421,96,2,0,172,976,15,1.0,216,86.0,,0.41,11.47
249,745,14,0,172,56,5,1.0,70,12.29,,0.69,34.4
393,5034,150,11,4770,373,30,0.0,9,31.8,433.64,12.14,159.0
13312,506,53,2,172,1001,17,1.0,279,3.25,86.0,0.01,10.12
144,22,26,0,172,454,30,1.0,152,6.62,,1.19,5.73
916,83,71,2,172,434,31,1.0,54,2.42,86.0,0.19,5.55
242,972,51,2,172,0,0,1.0,18,3.37,86.0,0.71,
2779,139,61,1,172,886,7,1.0,146,2.82,172.0,0.06,24.57
252,570,60,0,172,16,1,1.0,20,2.87,,0.68,172.0
978,578,52,5,172,382,30,1.0,197,3.31,34.4,0.18,5.73
918,377,32,1,172,352,28,0.0,24,5.38,172.0,0.19,6.14
529,837,66,4,172,1661,21,1.0,86,2.61,43.0,0.33,8.19
815,1021,24,10,137,50,0,0.0,149,5.71,13.7,0.17,
476,1,1,0,172,2222,30,1.0,209,172.0,,0.36,5.73
1447,3615,61,4,97,41,0,0.0,78,1.59,24.25,0.07,
9351,472,6,4,148,24,0,0.0,85,24.67,37.0,0.02,
731,1685,53,1,172,37,0,1.0,10,3.25,172.0,0.24,
371,482,33,3,172,398,31,1.0,29,5.21,57.33,0.46,5.55
101,122,8,2,172,158,0,1.0,14,21.5,86.0,1.7,
531,2486,66,1,172,39,3,1.0,95,2.61,172.0,0.32,57.33
1523,546,87,6,172,718,15,1.0,90,1.98,28.67,0.11,11.47
16549,182,50,0,172,307,23,1.0,1203,3.44,,0.01,7.48
259,131,13,0,172,1238,17,1.0,8,13.23,,0.66,10.12
2785,76,191,15,172,441,20,1.0,91,0.9,11.47,0.06,8.6
108,164,14,0,172,80,4,1.0,28,12.29,,1.59,43.0
775,3052,290,24,172,313,14,1.0,11,0.59,7.17,0.22,12.29
268,1747,18,1,172,147,0,1.0,28,9.56,172.0,0.64,
956,654,32,4,172,148,8,1.0,99,5.38,43.0,0.18,21.5
271,627,46,5,172,4,0,1.0,14,3.74,34.4,0.63,
3956,600,256,23,172,713,0,1.0,70,0.67,7.48,0.04,
328,1065,14,0,91,262,9,0.0,198,6.5,,0.28,10.11
1012,296,9,0,186,348,9,0.0,210,20.67,,0.18,20.67
1926,749,87,17,172,554,30,1.0,67,1.98,10.12,0.09,5.73
10930,99,17,1,172,1694,30,1.0,519,10.12,172.0,0.02,5.73
765,874,135,18,172,17,1,1.0,58,1.27,9.56,0.22,172.0
309,11,16,0,172,123,5,1.0,13,10.75,,0.56,34.4
239,430,16,2,283,51,0,0.0,13,17.69,141.5,1.18,
32170,80,1169,31,172,615,28,1.0,273,0.15,5.55,0.01,6.14
331,405,3,0,172,397,25,1.0,147,57.33,,0.52,6.88
115,148,19,1,172,391,10,1.0,30,9.05,172.0,1.5,17.2
510,470,36,2,228,406,17,0.0,96,6.33,114.0,0.45,13.41
702,469,78,13,172,614,27,1.0,42,2.21,13.23,0.25,6.37
507,22,40,6,172,960,30,1.0,42,4.3,28.67,0.34,5.73
1265,365,115,2,172,637,30,1.0,148,1.5,86.0,0.14,5.73
221,624,38,2,172,348,30,1.0,243,4.53,86.0,0.78,5.73
240,1150,25,1,118,55,1,0.0,9,4.72,118.0,0.49,118.0
1382,793,133,4,2484,333,22,0.0,21,18.68,621.0,1.8,112.91
2339,1726,43,7,544,503,24,0.0,246,12.65,77.71,0.23,22.67
14605,588,1326,68,15352,556,21,0.0,715,11.58,225.76,1.05,731.05
518,167,35,5,172,406,1,1.0,117,4.91,34.4,0.33,172.0
593,691,129,7,172,234,12,1.0,20,1.33,24.57,0.29,14.33
611,148,24,2,172,314,30,1.0,17,7.17,86.0,0.28,5.73
476,1,1,0,172,2045,17,1.0,209,172.0,,0.36,10.12
680,1273,50,6,172,534,27,1.0,17,3.44,28.67,0.25,6.37
528,408,28,0,172,1454,12,1.0,96,6.14,,0.33,14.33
371,2021,22,0,172,60,2,1.0,55,7.82,,0.46,86.0
47766,1,2745,85,172,380,5,1.0,170,0.06,2.02,0.0,34.4
1096,331,12,0,172,333,30,1.0,669,14.33,,0.16,5.73
187,214,6,0,172,24,2,1.0,32,28.67,,0.92,86.0
1467,226,7,0,103,135,5,0.0,35,14.71,,0.07,20.6
