followers,following,likes,comments,video_view_count,caption_length,hashtag_count,media_type,posts_count,category_name,post_hour,post_day_of_week,cluster
30816.0,105.0,204.0,5.0,0.0,517.0,30.0,1.0,391.0,Software Company,16.0,0.0,0
30816.0,105.0,346.0,16.0,0.0,544.0,28.0,1.0,391.0,Software Company,19.0,6.0,0
30816.0,105.0,336.0,4.0,0.0,490.0,27.0,1.0,391.0,Software Company,15.0,5.0,0
30816.0,105.0,201.0,3.0,0.0,586.0,30.0,1.0,391.0,Software Company,16.0,2.0,0
30816.0,105.0,425.0,27.0,0.0,645.0,30.0,1.0,391.0,Software Company,19.0,3.0,0
34666.0,239.0,1205.0,21.0,0.0,237.0,9.0,1.0,168.0,Other,5.0,4.0,0
34666.0,239.0,2602.0,24.0,0.0,810.0,30.0,1.0,168.0,Other,3.0,2.0,0
34666.0,239.0,874.0,27.0,0.0,775.0,30.0,1.0,168.0,Other,7.0,4.0,0
34666.0,239.0,316.0,18.0,0.0,824.0,30.0,1.0,168.0,Other,5.0,2.0,0
34666.0,239.0,817.0,20.0,0.0,1014.0,30.0,1.0,168.0,Other,4.0,0.0,0
34666.0,239.0,927.0,43.0,0.0,1034.0,0.0,1.0,168.0,Other,5.0,5.0,0
34666.0,239.0,1302.0,19.0,0.0,831.0,30.0,1.0,168.0,Other,13.0,4.0,0
34666.0,239.0,782.0,22.0,0.0,845.0,30.0,1.0,168.0,Other,12.0,3.0,0
34666.0,239.0,1004.0,22.0,0.0,822.0,30.0,1.0,168.0,Other,3.0,0.0,0
34666.0,239.0,1194.0,44.0,0.0,1081.0,0.0,1.0,168.0,Other,5.0,4.0,0
34666.0,239.0,1037.0,16.0,0.0,828.0,30.0,1.0,168.0,Other,14.0,3.0,0
34666.0,239.0,820.0,40.0,0.0,826.0,0.0,1.0,168.0,Other,12.0,2.0,0
1259.0,594.0,10.0,0.0,0.0,112.0,6.0,1.0,434.0,Other,16.0,2.0,0
1259.0,594.0,17.0,0.0,0.0,792.0,25.0,1.0,434.0,Other,19.0,3.0,0
1259.0,594.0,15.0,0.0,0.0,856.0,30.0,1.0,434.0,Other,19.0,3.0,0
1259.0,594.0,8.0,0.0,0.0,856.0,30.0,1.0,434.0,Other,19.0,3.0,0
1259.0,594.0,7.0,1.0,0.0,856.0,30.0,1.0,434.0,Other,19.0,3.0,0
1259.0,594.0,7.0,1.0,0.0,273.0,20.0,1.0,434.0,Other,19.0,2.0,0
1259.0,594.0,55.0,24.0,1377.0,0.0,0.0,0.0,434.0,Other,18.0,1.0,0
1259.0,594.0,6.0,0.0,0.0,273.0,20.0,1.0,434.0,Other,17.0,1.0,0
1259.0,594.0,10.0,0.0,0.0,382.0,30.0,1.0,434.0,Other,16.0,0.0,0
1259.0,594.0,12.0,2.0,0.0,856.0,30.0,1.0,434.0,Other,19.0,3.0,0
1259.0,594.0,3.0,0.0,0.0,856.0,30.0,1.0,434.0,Other,19.0,3.0,0
792.0,4.0,71.0,0.0,0.0,700.0,31.0,1.0,39.0,,4.0,2.0,0
792.0,4.0,74.0,0.0,0.0,982.0,15.0,1.0,39.0,,14.0,4.0,0
792.0,4.0,94.0,0.0,0.0,992.0,19.0,1.0,39.0,,16.0,5.0,0
792.0,4.0,50.0,0.0,0.0,822.0,30.0,1.0,39.0,,5.0,0.0,0
792.0,4.0,94.0,1.0,0.0,735.0,31.0,1.0,39.0,,15.0,6.0,0
792.0,4.0,60.0,3.0,0.0,814.0,31.0,1.0,39.0,,17.0,5.0,0
792.0,4.0,90.0,0.0,0.0,619.0,30.0,1.0,39.0,,15.0,4.0,0
792.0,4.0,83.0,0.0,0.0,1079.0,30.0,1.0,39.0,,11.0,3.0,0
792.0,4.0,89.0,0.0,0.0,449.0,30.0,1.0,39.0,,14.0,2.0,0
792.0,4.0,132.0,1.0,0.0,319.0,29.0,1.0,39.0,,13.0,2.0,0
792.0,4.0,98.0,1.0,0.0,454.0,30.0,1.0,39.0,,8.0,4.0,0
792.0,4.0,105.0,5.0,0.0,410.0,29.0,1.0,39.0,,13.0,2.0,0
929.0,2894.0,7.0,0.0,16.0,366.0,14.0,0.0,282.0,,0.0,5.0,0
929.0,2894.0,7.0,0.0,28.0,595.0,19.0,0.0,282.0,,20.0,2.0,0
929.0,2894.0,13.0,0.0,48.0,315.0,14.0,0.0,282.0,,18.0,2.0,0
929.0,2894.0,7.0,1.0,36.0,312.0,13.0,0.0,282.0,,15.0,1.0,0
929.0,2894.0,3.0,2.0,44.0,318.0,16.0,0.0,282.0,,16.0,6.0,0
929.0,2894.0,21.0,0.0,67.0,614.0,21.0,0.0,282.0,,16.0,3.0,0
929.0,2894.0,36.0,1.0,0.0,690.0,19.0,1.0,282.0,,19.0,1.0,0
929.0,2894.0,10.0,0.0,42.0,330.0,19.0,0.0,282.0,,18.0,1.0,0
929.0,2894.0,16.0,2.0,0.0,375.0,17.0,1.0,282.0,,19.0,1.0,0
929.0,2894.0,17.0,1.0,0.0,280.0,8.0,1.0,282.0,,19.0,1.0,0
929.0,2894.0,9.0,0.0,0.0,293.0,9.0,1.0,282.0,,19.0,1.0,0
929.0,2894.0,18.0,0.0,0.0,622.0,29.0,1.0,282.0,,23.0,1.0,0
1143.0,1894.0,26.0,1.0,0.0,1768.0,7.0,1.0,196.0,Other,3.0,5.0,0
1143.0,1894.0,69.0,13.0,0.0,72.0,3.0,1.0,196.0,Other,21.0,2.0,0
1143.0,1894.0,80.0,30.0,0.0,733.0,6.0,1.0,196.0,Other,23.0,3.0,0
1143.0,1894.0,30.0,0.0,0.0,1657.0,7.0,1.0,196.0,Other,15.0,6.0,0
1143.0,1894.0,27.0,5.0,0.0,835.0,4.0,1.0,196.0,Other,14.0,5.0,0
1143.0,1894.0,55.0,12.0,0.0,1657.0,4.0,1.0,196.0,Other,2.0,2.0,0
1143.0,1894.0,90.0,78.0,0.0,1276.0,4.0,1.0,196.0,Other,20.0,4.0,0
1143.0,1894.0,9.0,3.0,0.0,790.0,4.0,1.0,196.0,Other,4.0,6.0,0
1143.0,1894.0,71.0,14.0,0.0,814.0,6.0,1.0,196.0,Other,1.0,3.0,0
1143.0,1894.0,70.0,46.0,0.0,567.0,4.0,1.0,196.0,Other,15.0,0.0,0
1143.0,1894.0,31.0,1.0,0.0,57.0,2.0,1.0,196.0,Other,13.0,0.0,0
1143.0,1894.0,93.0,20.0,0.0,685.0,3.0,1.0,196.0,Other,0.0,4.0,0
1129.0,317.0,103.0,10.0,0.0,857.0,28.0,1.0,117.0,,14.0,5.0,0
1129.0,317.0,108.0,28.0,0.0,920.0,28.0,1.0,117.0,,11.0,3.0,0
1129.0,317.0,136.0,4.0,0.0,996.0,29.0,1.0,117.0,,14.0,2.0,0
1129.0,317.0,74.0,8.0,0.0,905.0,28.0,1.0,117.0,,13.0,1.0,0
1129.0,317.0,87.0,8.0,0.0,952.0,28.0,1.0,117.0,,14.0,6.0,0
1129.0,317.0,67.0,8.0,0.0,912.0,28.0,1.0,117.0,,13.0,5.0,0
1129.0,317.0,80.0,8.0,0.0,974.0,25.0,1.0,117.0,,14.0,1.0,0
1129.0,317.0,78.0,6.0,0.0,887.0,26.0,1.0,117.0,,17.0,4.0,0
1129.0,317.0,109.0,13.0,0.0,899.0,28.0,1.0,117.0,,12.0,3.0,0
1129.0,317.0,94.0,29.0,0.0,929.0,26.0,1.0,117.0,,14.0,5.0,0
1129.0,317.0,127.0,12.0,0.0,960.0,26.0,1.0,117.0,,16.0,4.0,0
1129.0,317.0,127.0,4.0,0.0,1185.0,26.0,1.0,117.0,,16.0,0.0,0
140.0,432.0,8.0,0.0,0.0,353.0,24.0,1.0,8.0,Other,11.0,4.0,0
140.0,432.0,5.0,0.0,0.0,417.0,10.0,1.0,8.0,Other,11.0,4.0,0
140.0,432.0,3.0,0.0,0.0,358.0,13.0,1.0,8.0,Other,13.0,4.0,0
140.0,432.0,9.0,0.0,0.0,449.0,32.0,1.0,8.0,Other,11.0,4.0,0
140.0,432.0,21.0,0.0,0.0,324.0,22.0,1.0,8.0,Other,10.0,4.0,0
140.0,432.0,7.0,0.0,0.0,375.0,22.0,1.0,8.0,Other,10.0,4.0,0
140.0,432.0,9.0,0.0,0.0,579.0,29.0,1.0,8.0,Other,14.0,4.0,0
140.0,432.0,7.0,0.0,0.0,825.0,30.0,1.0,8.0,Other,10.0,4.0,0
1011.0,217.0,4.0,0.0,0.0,434.0,5.0,1.0,337.0,,5.0,3.0,0
1011.0,217.0,3.0,0.0,0.0,554.0,7.0,1.0,337.0,,5.0,2.0,0
1011.0,217.0,3.0,0.0,0.0,457.0,6.0,1.0,337.0,,5.0,3.0,0
1011.0,217.0,3.0,0.0,0.0,411.0,7.0,1.0,337.0,,5.0,2.0,0
1011.0,217.0,3.0,0.0,0.0,557.0,6.0,1.0,337.0,,4.0,0.0,0
1011.0,217.0,31.0,0.0,0.0,507.0,8.0,1.0,337.0,Tech,5.0,0.0,0
1011.0,217.0,3.0,1.0,0.0,596.0,7.0,1.0,337.0,,5.0,3.0,0
1011.0,217.0,2.0,0.0,0.0,554.0,7.0,1.0,337.0,,5.0,2.0,0
1011.0,217.0,4.0,0.0,0.0,485.0,7.0,1.0,337.0,,5.0,0.0,0
1011.0,217.0,3.0,0.0,0.0,472.0,7.0,1.0,337.0,,5.0,2.0,0
1011.0,217.0,3.0,0.0,0.0,190.0,0.0,1.0,337.0,,0.0,1.0,0
1011.0,217.0,3.0,0.0,0.0,572.0,7.0,1.0,337.0,,5.0,0.0,0
313.0,42.0,14.0,0.0,0.0,168.0,8.0,1.0,37.0,Cr̩ateur digital,9.0,4.0,0
313.0,42.0,10.0,0.0,0.0,134.0,9.0,1.0,37.0,Cr̩ateur digital,7.0,2.0,0
313.0,42.0,16.0,0.0,0.0,491.0,9.0,1.0,37.0,Cr̩ateur digital,7.0,1.0,0
313.0,42.0,12.0,0.0,0.0,117.0,5.0,1.0,37.0,Cr̩ateur digital,11.0,5.0,0
313.0,42.0,16.0,0.0,0.0,771.0,7.0,1.0,37.0,Cr̩ateur digital,9.0,1.0,0
313.0,42.0,24.0,2.0,0.0,569.0,24.0,1.0,37.0,Cr̩ateur digital,13.0,0.0,0
313.0,42.0,19.0,0.0,0.0,525.0,25.0,1.0,37.0,Cr̩ateur digital,13.0,3.0,0
313.0,42.0,20.0,0.0,0.0,525.0,24.0,1.0,37.0,Cr̩ateur digital,14.0,2.0,0
313.0,42.0,20.0,1.0,0.0,485.0,22.0,1.0,37.0,Cr̩ateur digital,12.0,1.0,0
313.0,42.0,24.0,0.0,0.0,511.0,22.0,1.0,37.0,Cr̩ateur digital,14.0,0.0,0
313.0,42.0,23.0,0.0,0.0,325.0,30.0,1.0,37.0,Cr̩ateur digital,13.0,6.0,0
313.0,42.0,31.0,6.0,0.0,791.0,16.0,1.0,37.0,Cr̩ateur digital,10.0,5.0,0
44684.0,141.0,520.0,32.0,11634.0,142.0,14.0,0.0,70.0,,3.0,4.0,0
44684.0,141.0,1449.0,41.0,11358.0,184.0,14.0,0.0,70.0,,5.0,5.0,0
44684.0,141.0,1572.0,46.0,0.0,142.0,14.0,1.0,70.0,,11.0,6.0,0
44684.0,141.0,371.0,26.0,9385.0,157.0,2.0,0.0,70.0,,14.0,3.0,0
44684.0,141.0,429.0,8.0,9715.0,258.0,14.0,0.0,70.0,,2.0,3.0,0
44684.0,141.0,2142.0,53.0,23950.0,162.0,14.0,0.0,70.0,,14.0,2.0,0
44684.0,141.0,449.0,14.0,0.0,109.0,0.0,1.0,70.0,,7.0,2.0,0
44684.0,141.0,806.0,14.0,0.0,142.0,14.0,1.0,70.0,,2.0,5.0,0
44684.0,141.0,475.0,5.0,9107.0,142.0,14.0,0.0,70.0,,2.0,5.0,0
44684.0,141.0,657.0,100.0,0.0,164.0,14.0,1.0,70.0,,10.0,1.0,0
44684.0,141.0,785.0,82.0,0.0,163.0,14.0,1.0,70.0,,3.0,5.0,0
44684.0,141.0,380.0,5.0,8719.0,197.0,14.0,0.0,70.0,,3.0,3.0,0
161075.0,50.0,912.0,25.0,0.0,641.0,30.0,1.0,857.0,,16.0,5.0,0
161075.0,50.0,581.0,14.0,0.0,890.0,30.0,1.0,857.0,,16.0,4.0,0
161075.0,50.0,1146.0,20.0,0.0,422.0,30.0,1.0,857.0,,16.0,3.0,0
161075.0,50.0,1054.0,17.0,0.0,548.0,30.0,1.0,857.0,,17.0,2.0,0
161075.0,50.0,1064.0,24.0,0.0,469.0,30.0,1.0,857.0,,16.0,1.0,0
161075.0,50.0,709.0,26.0,0.0,247.0,0.0,1.0,857.0,,16.0,0.0,0
161075.0,50.0,1795.0,39.0,0.0,388.0,0.0,1.0,857.0,,15.0,4.0,0
161075.0,50.0,4027.0,51.0,0.0,505.0,30.0,1.0,857.0,,16.0,3.0,0
161075.0,50.0,973.0,13.0,0.0,502.0,30.0,1.0,857.0,,16.0,6.0,0
161075.0,50.0,2228.0,23.0,0.0,450.0,30.0,1.0,857.0,,17.0,5.0,0
161075.0,50.0,764.0,25.0,0.0,381.0,30.0,1.0,857.0,,17.0,4.0,0
161075.0,50.0,1214.0,21.0,0.0,420.0,0.0,1.0,857.0,,16.0,3.0,0
580.0,1069.0,39.0,3.0,0.0,200.0,1.0,1.0,24.0,Personal blog,21.0,4.0,0
580.0,1069.0,63.0,0.0,0.0,695.0,3.0,1.0,24.0,Personal blog,14.0,0.0,0
580.0,1069.0,55.0,0.0,0.0,90.0,0.0,1.0,24.0,Personal blog,22.0,0.0,0
580.0,1069.0,98.0,7.0,0.0,3.0,0.0,1.0,24.0,Personal blog,23.0,5.0,0
580.0,1069.0,57.0,0.0,0.0,381.0,27.0,1.0,24.0,Personal blog,21.0,6.0,0
580.0,1069.0,80.0,1.0,0.0,370.0,31.0,1.0,24.0,Personal blog,0.0,6.0,0
580.0,1069.0,90.0,2.0,0.0,323.0,27.0,1.0,24.0,Personal blog,21.0,5.0,0
580.0,1069.0,240.0,2.0,0.0,423.0,29.0,1.0,24.0,Personal blog,17.0,5.0,0
580.0,1069.0,67.0,4.0,0.0,420.0,30.0,1.0,24.0,Personal blog,19.0,4.0,0
580.0,1069.0,70.0,0.0,0.0,290.0,9.0,1.0,24.0,Personal blog,19.0,1.0,0
580.0,1069.0,136.0,15.0,0.0,457.0,32.0,1.0,24.0,Personal blog,22.0,0.0,0
580.0,1069.0,104.0,12.0,0.0,982.0,23.0,1.0,24.0,Personal blog,23.0,6.0,0
103.0,44.0,24.0,2.0,0.0,296.0,27.0,1.0,6.0,,4.0,0.0,0
103.0,44.0,20.0,2.0,0.0,180.0,16.0,1.0,6.0,,4.0,4.0,0
103.0,44.0,31.0,1.0,0.0,253.0,19.0,1.0,6.0,,4.0,0.0,0
103.0,44.0,36.0,5.0,0.0,242.0,20.0,1.0,6.0,,2.0,4.0,0
103.0,44.0,31.0,3.0,0.0,211.0,17.0,1.0,6.0,,4.0,3.0,0
103.0,44.0,20.0,0.0,0.0,274.0,13.0,1.0,6.0,,1.0,2.0,0
629.0,4.0,31.0,1.0,0.0,1155.0,8.0,1.0,21.0,,7.0,4.0,0
629.0,4.0,53.0,0.0,338.0,955.0,7.0,0.0,21.0,,13.0,1.0,0
629.0,4.0,68.0,1.0,0.0,261.0,11.0,1.0,21.0,,10.0,0.0,0
629.0,4.0,35.0,1.0,0.0,326.0,8.0,1.0,21.0,,13.0,6.0,0
629.0,4.0,60.0,0.0,0.0,493.0,6.0,1.0,21.0,,16.0,4.0,0
629.0,4.0,19.0,1.0,0.0,311.0,4.0,1.0,21.0,,16.0,3.0,0
629.0,4.0,65.0,0.0,0.0,109.0,5.0,1.0,21.0,,15.0,0.0,0
629.0,4.0,70.0,7.0,0.0,439.0,0.0,1.0,21.0,,6.0,3.0,0
629.0,4.0,23.0,2.0,0.0,423.0,4.0,1.0,21.0,,15.0,2.0,0
629.0,4.0,14.0,1.0,0.0,420.0,6.0,1.0,21.0,,14.0,1.0,0
629.0,4.0,10.0,0.0,0.0,780.0,0.0,1.0,21.0,,14.0,2.0,0
629.0,4.0,25.0,0.0,0.0,508.0,31.0,1.0,21.0,,10.0,6.0,0
11245.0,833.0,185.0,5.0,4218.0,575.0,0.0,0.0,213.0,Digital creator,14.0,0.0,0
11245.0,833.0,797.0,9.0,0.0,443.0,0.0,1.0,213.0,Digital creator,16.0,4.0,0
11245.0,833.0,306.0,7.0,0.0,662.0,0.0,1.0,213.0,Digital creator,11.0,2.0,0
11245.0,833.0,69.0,1.0,0.0,321.0,0.0,1.0,213.0,Digital creator,15.0,1.0,0
11245.0,833.0,2975.0,16.0,0.0,2215.0,0.0,1.0,213.0,Digital creator,11.0,4.0,0
11245.0,833.0,71.0,1.0,0.0,378.0,0.0,1.0,213.0,Digital creator,14.0,3.0,0
11245.0,833.0,771.0,8.0,0.0,1294.0,0.0,1.0,213.0,Digital creator,14.0,1.0,0
11245.0,833.0,79.0,4.0,1408.0,431.0,28.0,0.0,213.0,Digital creator,20.0,6.0,0
11245.0,833.0,544.0,6.0,0.0,584.0,0.0,1.0,213.0,Digital creator,13.0,4.0,0
11245.0,833.0,631.0,4.0,0.0,286.0,0.0,1.0,213.0,Digital creator,11.0,3.0,0
11245.0,833.0,3092.0,27.0,0.0,680.0,0.0,1.0,213.0,Digital creator,13.0,4.0,0
11245.0,833.0,192.0,5.0,0.0,735.0,0.0,1.0,213.0,Digital creator,15.0,2.0,0
1832.0,3786.0,27.0,0.0,0.0,2220.0,30.0,1.0,251.0,,0.0,6.0,0
1832.0,3786.0,34.0,1.0,0.0,1453.0,19.0,1.0,251.0,,2.0,5.0,0
1832.0,3786.0,17.0,0.0,0.0,1122.0,27.0,1.0,251.0,,2.0,1.0,0
1832.0,3786.0,14.0,0.0,0.0,1780.0,30.0,1.0,251.0,,23.0,0.0,0
1832.0,3786.0,18.0,0.0,0.0,1432.0,30.0,1.0,251.0,,15.0,0.0,0
1832.0,3786.0,75.0,1.0,0.0,393.0,30.0,1.0,251.0,,12.0,6.0,0
1832.0,3786.0,23.0,1.0,0.0,404.0,25.0,1.0,251.0,,13.0,5.0,0
1832.0,3786.0,20.0,0.0,0.0,500.0,30.0,1.0,251.0,,15.0,3.0,0
1832.0,3786.0,26.0,0.0,0.0,473.0,29.0,1.0,251.0,,17.0,2.0,0
1832.0,3786.0,37.0,0.0,0.0,467.0,27.0,1.0,251.0,,23.0,5.0,0
1832.0,3786.0,46.0,3.0,0.0,409.0,30.0,1.0,251.0,,7.0,5.0,0
1832.0,3786.0,29.0,2.0,0.0,407.0,30.0,1.0,251.0,,11.0,1.0,0
995.0,357.0,59.0,1.0,0.0,208.0,21.0,1.0,214.0,,7.0,3.0,0
995.0,357.0,49.0,0.0,0.0,218.0,22.0,1.0,214.0,,7.0,3.0,0
995.0,357.0,34.0,0.0,0.0,343.0,24.0,1.0,214.0,,5.0,6.0,0
995.0,357.0,56.0,0.0,0.0,209.0,21.0,1.0,214.0,,5.0,5.0,0
995.0,357.0,48.0,0.0,0.0,458.0,41.0,1.0,214.0,,7.0,3.0,0
528.0,357.0,60.0,2.0,0.0,376.0,36.0,1.0,214.0,,5.0,0.0,0
995.0,357.0,66.0,2.0,0.0,405.0,33.0,1.0,214.0,,15.0,2.0,0
995.0,357.0,46.0,0.0,0.0,362.0,30.0,1.0,214.0,,11.0,6.0,0
995.0,357.0,24.0,0.0,0.0,444.0,33.0,1.0,214.0,,5.0,3.0,0
995.0,357.0,34.0,0.0,0.0,447.0,37.0,1.0,214.0,,6.0,2.0,0
995.0,357.0,50.0,1.0,0.0,359.0,33.0,1.0,214.0,,15.0,5.0,0
995.0,357.0,42.0,0.0,0.0,373.0,33.0,1.0,214.0,,5.0,4.0,0
367.0,36.0,8.0,0.0,0.0,124.0,4.0,1.0,18.0,,7.0,4.0,0
367.0,36.0,6.0,0.0,0.0,141.0,4.0,1.0,18.0,,5.0,1.0,0
367.0,36.0,6.0,0.0,0.0,117.0,3.0,1.0,18.0,,12.0,4.0,0
367.0,36.0,5.0,0.0,0.0,79.0,0.0,1.0,18.0,,4.0,3.0,0
367.0,36.0,12.0,0.0,0.0,157.0,3.0,1.0,18.0,,9.0,0.0,0
367.0,36.0,7.0,0.0,0.0,217.0,5.0,1.0,18.0,,20.0,4.0,0
367.0,36.0,11.0,0.0,0.0,224.0,6.0,1.0,18.0,,15.0,4.0,0
367.0,36.0,6.0,0.0,0.0,210.0,4.0,1.0,18.0,,15.0,4.0,0
367.0,36.0,9.0,0.0,0.0,195.0,5.0,1.0,18.0,,11.0,4.0,0
367.0,36.0,16.0,1.0,0.0,212.0,5.0,1.0,18.0,,11.0,3.0,0
367.0,36.0,8.0,0.0,0.0,175.0,4.0,1.0,18.0,,8.0,2.0,0
367.0,36.0,9.0,1.0,0.0,178.0,4.0,1.0,18.0,,8.0,1.0,0
651.0,425.0,27.0,1.0,280.0,330.0,28.0,0.0,226.0,Software,10.0,1.0,0
651.0,425.0,27.0,2.0,0.0,330.0,28.0,1.0,226.0,Software,10.0,6.0,0
651.0,425.0,201.0,2.0,15216.0,327.0,26.0,0.0,226.0,Software,16.0,5.0,0
651.0,425.0,23.0,0.0,514.0,307.0,25.0,0.0,226.0,Software,15.0,5.0,0
651.0,425.0,49.0,2.0,0.0,355.0,27.0,1.0,226.0,Software,12.0,0.0,0
651.0,425.0,47.0,2.0,0.0,322.0,25.0,1.0,226.0,Software,12.0,0.0,0
651.0,425.0,31.0,1.0,305.0,314.0,26.0,0.0,226.0,Software,18.0,4.0,0
651.0,425.0,35.0,1.0,0.0,351.0,30.0,1.0,226.0,Software,14.0,4.0,0
651.0,425.0,53.0,2.0,1098.0,0.0,0.0,0.0,226.0,Software,15.0,3.0,0
651.0,425.0,43.0,1.0,432.0,188.0,12.0,0.0,226.0,Software,19.0,0.0,0
651.0,425.0,55.0,1.0,584.0,359.0,29.0,0.0,226.0,Software,8.0,2.0,0
651.0,425.0,94.0,3.0,3267.0,347.0,28.0,0.0,226.0,Software,8.0,2.0,0
1178.0,112.0,34.0,0.0,0.0,473.0,30.0,1.0,25.0,,13.0,5.0,0
1178.0,112.0,24.0,1.0,0.0,413.0,29.0,1.0,25.0,,12.0,4.0,0
1178.0,112.0,23.0,0.0,0.0,405.0,29.0,1.0,25.0,,1.0,4.0,0
1178.0,112.0,19.0,0.0,0.0,430.0,28.0,1.0,25.0,,1.0,2.0,0
1178.0,112.0,31.0,5.0,0.0,507.0,28.0,1.0,25.0,,7.0,1.0,0
1178.0,112.0,91.0,0.0,0.0,460.0,28.0,1.0,25.0,,18.0,2.0,0
1178.0,112.0,100.0,1.0,0.0,501.0,28.0,1.0,25.0,,1.0,0.0,0
1178.0,112.0,71.0,0.0,0.0,576.0,29.0,1.0,25.0,,3.0,5.0,0
1178.0,112.0,73.0,0.0,0.0,566.0,29.0,1.0,25.0,,13.0,5.0,0
1178.0,112.0,82.0,2.0,0.0,574.0,29.0,1.0,25.0,,0.0,4.0,0
1178.0,112.0,116.0,11.0,0.0,566.0,29.0,1.0,25.0,,14.0,6.0,0
1178.0,112.0,133.0,0.0,0.0,583.0,29.0,1.0,25.0,,0.0,0.0,0
507.0,22.0,30.0,0.0,0.0,446.0,23.0,1.0,42.0,Education,15.0,5.0,0
507.0,22.0,49.0,2.0,0.0,802.0,21.0,1.0,42.0,Education,14.0,0.0,0
507.0,22.0,42.0,2.0,0.0,539.0,26.0,1.0,42.0,Education,8.0,5.0,0
507.0,22.0,35.0,0.0,0.0,400.0,20.0,1.0,42.0,Education,14.0,0.0,0
507.0,22.0,57.0,0.0,0.0,463.0,28.0,1.0,42.0,Education,13.0,5.0,0
507.0,22.0,41.0,0.0,0.0,531.0,30.0,1.0,42.0,Education,16.0,6.0,0
507.0,22.0,40.0,6.0,0.0,960.0,30.0,1.0,42.0,Education,10.0,5.0,0
507.0,22.0,64.0,2.0,0.0,848.0,29.0,1.0,42.0,Education,16.0,4.0,0
507.0,22.0,69.0,5.0,0.0,439.0,29.0,1.0,42.0,Education,14.0,0.0,0
507.0,22.0,51.0,1.0,0.0,577.0,29.0,1.0,42.0,Education,16.0,6.0,0
507.0,22.0,44.0,0.0,0.0,509.0,27.0,1.0,42.0,Education,13.0,2.0,0
507.0,22.0,33.0,0.0,0.0,629.0,27.0,1.0,42.0,Education,12.0,6.0,0
348.0,163.0,5.0,0.0,0.0,419.0,18.0,1.0,33.0,Other,13.0,0.0,0
348.0,163.0,10.0,0.0,0.0,723.0,29.0,1.0,33.0,Other,10.0,1.0,0
348.0,163.0,13.0,0.0,0.0,458.0,23.0,1.0,33.0,Other,17.0,5.0,0
348.0,163.0,14.0,0.0,0.0,943.0,27.0,1.0,33.0,Other,18.0,1.0,0
348.0,163.0,12.0,0.0,0.0,1278.0,30.0,1.0,33.0,Other,17.0,4.0,0
348.0,163.0,17.0,2.0,0.0,760.0,30.0,1.0,33.0,Other,17.0,3.0,0
348.0,163.0,24.0,0.0,0.0,760.0,30.0,1.0,33.0,Other,16.0,2.0,0
348.0,163.0,23.0,0.0,0.0,733.0,30.0,1.0,33.0,Other,18.0,1.0,0
348.0,163.0,26.0,0.0,0.0,683.0,30.0,1.0,33.0,Other,17.0,0.0,0
348.0,163.0,22.0,0.0,30.0,831.0,30.0,0.0,33.0,Other,17.0,6.0,0
348.0,163.0,25.0,10.0,0.0,855.0,30.0,1.0,33.0,Other,16.0,5.0,0
348.0,163.0,29.0,3.0,0.0,738.0,30.0,1.0,33.0,Other,16.0,3.0,0
140.0,533.0,7.0,1.0,0.0,404.0,4.0,1.0,208.0,,9.0,5.0,0
140.0,533.0,6.0,0.0,0.0,255.0,12.0,1.0,208.0,,3.0,4.0,0
140.0,533.0,4.0,0.0,0.0,214.0,12.0,1.0,208.0,,3.0,6.0,0
140.0,533.0,5.0,0.0,0.0,458.0,14.0,1.0,208.0,,3.0,4.0,0
140.0,533.0,6.0,1.0,0.0,779.0,8.0,1.0,208.0,,5.0,1.0,0
140.0,533.0,3.0,0.0,49.0,144.0,9.0,0.0,208.0,,8.0,6.0,0
140.0,533.0,4.0,0.0,0.0,616.0,18.0,1.0,208.0,,12.0,1.0,0
140.0,533.0,4.0,0.0,0.0,777.0,16.0,1.0,208.0,,2.0,3.0,0
140.0,533.0,7.0,0.0,0.0,2534.0,17.0,1.0,208.0,,6.0,0.0,0
140.0,533.0,5.0,0.0,0.0,789.0,30.0,1.0,208.0,,2.0,1.0,0
140.0,533.0,7.0,0.0,0.0,635.0,30.0,1.0,208.0,,2.0,0.0,0
140.0,533.0,10.0,0.0,0.0,625.0,25.0,1.0,208.0,,2.0,6.0,0
15406.0,154.0,69.0,2.0,0.0,1078.0,21.0,1.0,219.0,Other,13.0,1.0,0
15406.0,154.0,41.0,3.0,547.0,544.0,24.0,0.0,219.0,Other,18.0,0.0,0
15406.0,154.0,54.0,5.0,0.0,863.0,28.0,1.0,219.0,Other,13.0,0.0,0
15406.0,154.0,30.0,5.0,281.0,230.0,18.0,0.0,219.0,Other,13.0,6.0,0
15406.0,154.0,67.0,6.0,0.0,896.0,28.0,1.0,219.0,Other,13.0,5.0,0
15406.0,154.0,60.0,4.0,1303.0,265.0,18.0,0.0,219.0,Other,16.0,4.0,0
15406.0,154.0,98.0,1.0,0.0,960.0,30.0,1.0,219.0,Other,13.0,4.0,0
15406.0,154.0,51.0,2.0,830.0,449.0,23.0,0.0,219.0,Other,17.0,3.0,0
15406.0,154.0,76.0,4.0,0.0,681.0,30.0,1.0,219.0,Other,14.0,2.0,0
15406.0,154.0,106.0,2.0,1516.0,839.0,28.0,0.0,219.0,Other,15.0,1.0,0
15406.0,154.0,79.0,0.0,0.0,516.0,18.0,1.0,219.0,Other,13.0,0.0,0
