followers,following,likes,comments,video_view_count,caption_length,hashtag_count,media_type,posts_count,category_name,post_hour,post_day_of_week
371,592,100,0,0,4,0,image,32,Unknown,7,0
371,592,52,0,0,268,11,image,32,Unknown,6,3
371,592,117,8,0,46,?,image,32,Unknown,16,6
371,592,83,2,0,0,0,image,32,Unknown,15,6
387,684,6,0,0,859,6,image,127,Web Designer,17,5
387,684,8,0,0,1167,12,image,127,Web Designer,19,4
387,684,12,unknown,0,?,25,image,127,edu,3,3
387,684,19,1,0,418,17,image,127,Web Designer,10,5
387,684,6,0,0,106,3,image,127,Web Designer,6,5
387,684,19,6,0,442,8,image,127,Web Designer,6,5
387,684,8,0,0,345,3,image,127,Web Designer,22,4
387,684,2,0,41,145,7,video,127,Web Designer,11,2
387,684,16,3,0,336,7,image,127,Web Designer,20,1
387,684,6,0,0,91,4,image,127,Web Designer,17,1
387,684,10,2,0,485,15,image,127,Web Designer,12,1
387,684,10,3,0,450,11,image,127,Web Designer,11,1
184,1547,10,1,62,143,2,video,5,Other,21,2
184,1547,19,0,59,412,4,video,5,Other,20,5
184,1547,7,0,0,251,0,image,5,Other,14,6
184,1547,14,0,0,166,4,image,5,Other,12,3
184,1547,10,13,0,558,30,image,5,Other,14,0
526,552,55,3,0,54,4,image,45,Digital creator,16,1
526,552,60,10,0,116,10,image,45,Digital creator,15,3
526,552,45,0,0,200,14,image,45,Digital creator,22,2
526,552,50,2,0,24,0,image,45,Digital creator,17,6
526,552,?,unknown,0,198,14,image,45,Digital creator,18,3
526,552,48,2,0,166,14,image,45,Digital creator,21,2
526,552,56,3,0,178,16,image,45,Digital creator,20,5
526,552,40,0,0,167,14,image,45,Digital creator,19,5
526,552,50,2,0,215,14,image,45,Digital creator,13,4
526,552,33,1,0,232,15,image,45,Digital creator,1,4
526,552,33,1,0,171,15,image,45,Digital creator,20,2
526,552,84,4,0,178,15,image,45,Digital creator,17,0
1013,6288,20,2,0,93,4,image,228,Blogger,15,4
1013,6288,37,1,0,635,2,image,228,Blogger,4,6
1013,6288,38,1,0,343,9,image,228,Blogger,13,4
1013,6288,41,1,0,18,2,image,228,Blogger,2,0
1013,6288,62,2,0,33,0,image,228,Blogger,2,3
1013,6288,55,0,0,343,1,image,228,Blogger,18,2
1013,6288,58,0,0,46,1,image,228,Blogger,22,1
1013,6288,32,0,125,195,5,video,228,Blogger,18,1
unknown,6288,38,2,0,1819,?,VIDEO,228,Blogger,3,1
1013,6288,17,0,87,12,0,video,228,Blogger,15,5
1013,6288,78,0,889,1596,15,video,228,Blogger,6,2
1013,6288,20,0,165,91,5,video,228,Blogger,3,6
175,232,29,0,0,325,24,image,12,Unknown,14,2
175,232,23,0,49,312,19,video,12,Unknown,12,1
175,232,36,1,209,230,7,video,12,Unknown,12,6
175,232,24,0,300,217,4,video,12,Unknown,6,1
175,232,36,0,333,33,2,video,12,Unknown,18,0
175,232,57,2,607,28,0,video,12,Unknown,17,4
175,232,47,0,0,0,0,image,12,Unknown,11,4
175,232,36,1,512,0,0,video,12,Unknown,7,3
175,232,30,4,0,8,0,image,12,Unknown,11,6
175,232,45,1,0,0,0,image,12,Unknown,9,5
175,232,17,1,90,28,0,video,12,Unknown,14,6
175,232,23,0,0,0,0,image,12,Unknown,14,6
430,672,33,5,401,136,0,video,12,Unknown,21,3
430,672,36,0,1535,86,0,video,12,Unknown,17,2
430,672,57,0,0,235,18,image,12,Unknown,18,3
430,672,87,7,0,23,1,image,12,Unknown,12,2
430,672,72,7,0,64,4,image,12,Unknown,18,1
430,672,59,2,0,35,0,image,12,Unknown,12,4
430,672,73,6,0,55,0,image,12,Unknown,14,4
430,672,65,2,0,20,1,image,12,Unknown,11,0
430,672,52,2,0,20,1,image,12,Unknown,18,3
430,672,45,0,0,24,1,image,12,Unknown,21,4
430,672,60,3,0,4,1,image,12,Unknown,21,1
430,672,68,0,0,12,1,image,12,Unknown,23,4
392,269,14,0,0,101,11,image,34,Digital creator,3,6
392,269,?,0,63,144,?,video,34,Digital creator,5,1
392,269,19,1,0,75,8,image,34,Digital creator,2,5
392,269,28,0,0,253,27,image,34,Digital creator,0,3
392,269,52,2,0,193,19,image,34,Digital creator,1,1
392,269,41,0,0,158,13,image,34,Digital creator,0,3
392,269,24,0,0,86,6,image,34,Digital creator,19,2
392,269,69,0,0,237,22,image,34,Digital creator,0,3
392,269,27,0,0,166,7,image,34,Digital creator,3,4
392,269,21,0,0,173,4,image,34,Digital creator,0,1
392,269,20,4,0,21,3,image,34,Digital creator,3,3
unknown,269,14,0,0,71,4, video ,34,,6,4
111,396,7,1,0,67,3,image,44,Web Designer,15,5
111,396,7,0,0,44,0,image,44,Web Designer,7,2
111,396,9,0,0,50,0,image,44,Web Designer,7,2
111,396,5,2,0,0,0,image,44,Web Designer,10,6
111,396,4,0,14,28,0,video,44,Web Designer,0,1
111,396,7,0,0,0,0,image,44,Web Designer,13,0
111,396,10,0,0,0,0,image,44,Web Designer,13,0
111,396,7,0,0,24,0,image,44,Web Designer,12,0
111,396,11,0,0,48,0,image,44,Web Designer,19,6
111,396,10,0,0,35,0,image,44,Web Designer,6,6
111,396,8,0,0,93,0,image,44,Web Designer,5,1
111,396,6,0,0,44,0,image,44,Web Designer,18,1
6396,2116,337,11,0,289,30,image,333,Unknown,16,5
6396,2116,256,1,0,299,28,image,333,,10,5
6396,2116,153,4,0,289,30,image,333,Unknown,16,4
6396,2116,197,2,0,289,28,image,333,Unknown,11,4
6396,2116,329,7,0,289,30,image,333,Unknown,16,3
6396,2116,273,6,0,324,28,image,333,Unknown,12,3
6396,2116,83,1,0,289,30,image,333,Unknown,16,2
6396,2116,204,5,0,318,28,image,333,Unknown,12,2
6396,2116,69,0,0,289,30,image,333,Unknown,16,1
6396,2116,180,1,0,311,28,image,333,Unknown,12,1
6396,2116,295,2,0,311,28,image,333,Unknown,11,0
6396,2116,152,1,0,289,30,image,333,Unknown,16,6
1068,986,57,2,612,127,8,video,50,Unknown,5,3
1068,986,31,0,0,297,0,image,50,Unknown,13,0
1068,986,20,0,0,59,0,image,50,Unknown,1,5
1068,986,38,2,0,89,0,image,50,Unknown,4,5
1068,986,40,0,0,54,1,image,50,Unknown,14,1
1068,986,73,3,0,57,0,image,50,Unknown,2,3
1068,986,45,1,0,186,0,image,50,Unknown,6,3
1068,986,58,4,0,250,3,image,50,Unknown,7,6
1068,986,41,0,0,63,0,image,50,Unknown,17,3
1068,986,64,0,0,230,5,image,50,Unknown,12,2
1068,986,95,0,0,361,9,image,50,Unknown,8,5
1068,986,100,10,0,458,4,image,50,Unknown,4,5
490,1143,13,0,71,60,0,video,27,Other,15,2
490,1143,50,10,0,128,2,image,27,Other,11,5
490,1143,82,4,0,104,3,image,27,Other,11,6
490,1143,33,0,168,142,8,video,27,Other,10,2
490,1143,35,0,0,8,0,image,27,Other,20,2
490,1143,69,0,0,44,0,image,27,Other,16,6
490,1143,66,1,0,8,0,image,27,Other,16,6
490,1143,81,1,0,176,2,image,27,Other,14,0
490,1143,46,0,0,110,0,image,27,Other,18,2
490,1143,35,0,0,57,0,image,27,Other,20,5
490,1143,74,2,0,0,0,image,27,Other,13,6
490,1143,63,0,0,0,0,image,27,Other,8,0
249,390,21,0,0,47,0,image,19,Other,3,1
249,390,20,0,0,14,1,image,19,Other,11,0
249,390,38,0,0,65,3,image,19,Other,11,2
249,390,39,0,0,55,3,image,19,Other,6,1
249,390,70,1,0,61,3,image,19,Other,9,1
249,390,?,0,0,?,?, video ,19,Other,4,5
249,390,49,0,0,25,2,image,19,Other,9,4
249,390,40,0,0,16,2,image,19,Other,15,2
249,390,21,0,0,9,1,image,19,Other,15,0
249,390,56,1,0,17,2,image,19,Other,17,3
249,390,38,0,0,33,2,image,19,Other,23,4
249,390,32,0,0,120,0,image,19,Other,7,5
1332,2635,42,1,0,661,17,image,33,Digital creator,4,2
1332,2635,81,1,0,366,?,image,33,,17,1
1332,2635,37,0,0,113,5,image,33,Digital creator,10,5
1332,2635,48,0,0,157,9,image,33,Digital creator,3,0
1332,2635,108,1,576,90,6,video,33,Digital creator,17,6
1332,2635,110,5,317,42,3,video,33,Digital creator,14,2
1332,2635,77,0,0,398,29,image,33,Digital creator,4,6
1332,2635,?,0,0,?,25,image,33,Tech,4,6
1332,2635,43,0,0,436,19,image,33,Digital creator,5,6
1332,2635,135,0,866,256,21,video,33,Digital creator,8,5
1332,2635,82,2,0,363,27,image,33,Digital creator,4,5
1332,2635,89,0,0,821,21,image,33,Digital creator,5,6
1331,1349,30,0,0,545,6,image,1523,Unknown,5,5
1331,1349,3,0,116,164,4,video,1523,Unknown,22,4
1331,1349,18,0,0,422,0,image,1523,Unknown,16,1
1331,1349,14,0,0,187,0,image,1523,Unknown,14,0
1331,1349,5,0,84,552,0,video,1523,Unknown,7,0
1331,1349,66,0,0,561,0,image,1523,Unknown,20,5
1331,1349,57,0,0,116,4,image,1523,Unknown,9,5
1331,1349,9,0,0,114,4,image,1523,Unknown,23,2
1331,1349,16,0,0,519,0,image,1523,Unknown,21,2
1331,1349,55,0,0,152,3,image,1523,Unknown,19,1
1331,1349,39,0,0,389,2,image,1523,Unknown,10,0
1331,1349,34,0,0,69,3,image,1523,Unknown,9,5
4055,2803,21,0,0,275,11,image,246,Unknown,23,3
4055,2803,34,2,0,288,13,image,246,Unknown,23,3
4055,2803,48,2,0,528,16,image,246,Unknown,0,4
4055,2803,33,0,0,?,14,image,246,Unknown,23,1
4055,2803,39,4,0,243,0,image,246,Unknown,23,4
4055,2803,39,0,0,582,22,image,246,Unknown,17,4
4055,2803,54,7,0,489,16,image,246,Unknown,17,3
4055,2803,47,2,0,466,13,image,246,Unknown,21,1
4055,2803,43,0,0,306,10,image,246,Unknown,21,2
4055,2803,26,2,0,237,11,image,246,Unknown,4,2
4055,2803,71,3,0,560,16,image,246,Unknown,22,4
4055,2803,46,1,0,522,15,image,246,Unknown,0,1
109,220,7,0,0,55,1,image,110,Unknown,22,6
109,220,4,1,0,27,1,image,110,Unknown,23,2
109,220,3,0,0,42,2,image,110,Unknown,4,5
109,220,7,0,0,36,1,image,110,Unknown,4,5
109,220,3,1,0,66,5,image,110,Unknown,3,0
109,220,8,0,25,109,9,video,110,Unknown,3,5
109,220,8,0,0,76,5,image,110,Unknown,20,5
109,220,7,0,0,250,6,image,110,Unknown,17,4
109,220,1,0,0,0,0,image,110,Unknown,19,4
109,220,1,0,24,60,5,video,110,Unknown,5,6
109,220,6,0,0,?,7,image,110,,N/A,0
109,220,3,0,0,0,0,image,110,Unknown,3,0
403,990,40,2,0,187,4,image,39,Other,14,2
unknown,990,22,2,219,?,0,Img,39,,22,4
403,990,24,0,0,37,0,image,39,Other,17,4
403,990,18,0,0,120,5,image,39,Other,5,1
403,990,11,0,113,386,19,video,39,Other,3,1
403,990,20,0,0,309,0,image,39,Other,17,0
403,990,16,2,115,190,10,video,39,Other,0,6
unknown,990,20,2,105,488,17,video,39, technology ,19,3
403,990,12,2,0,?,?, video ,39,Other,21,0
403,990,50,4,0,429,10,image,39,Other,5,2
unknown,990,21,5,0,?,?,VIDEO,39,Other,N/A,0
403,990,27,0,0,587,16,image,39,Other,0,0
127,325,16,0,0,37,0,image,89,Unknown,22,3
127,325,7,3,0,992,0,image,89,Unknown,16,6
127,325,9,0,0,566,4,image,89,Unknown,22,4
127,325,14,3,0,579,5,image,89,Unknown,23,6
127,325,21,0,0,896,7,image,89,Unknown,4,3
127,325,48,5,0,551,11,image,89,Unknown,8,5
127,325,33,unknown,0,201,?,image,89,edu,N/A,0
127,325,15,2,0,92,3,image,89,Unknown,0,3
127,325,?,unknown,0,546,?,image,89,Unknown,6,2
127,325,33,3,0,313,10,image,89,Unknown,1,5
127,325,?,unknown,0,66,?,VIDEO,89,Unknown,N/A,1
127,325,24,4,0,118,2,image,89,Unknown,0,5
529,904,28,1,0,340,4,image,180,Unknown,16,6
529,904,60,2,0,432,5,image,180,Unknown,12,1
529,904,253,10,0,1296,17,image,180,Unknown,10,3
529,904,114,2,0,807,8,image,180,Unknown,2,6
529,904,54,0,0,538,8,image,180,Unknown,1,6
529,904,43,6,0,1226,16,image,180,Unknown,9,3
529,904,44,0,0,215,5,image,180,Unknown,14,6
529,904,53,4,0,509,17,image,180,Unknown,13,6
529,904,32,unknown,0,483,11,image,180,Tech,22,2
529,904,28,0,0,1105,26,image,180,Unknown,12,2
529,904,49,0,0,276,10,image,180,Unknown,0,0
529,904,24,2,0,185,13,image,180,Unknown,14,5
489,1750,49,9,0,268,15,image,35,Personal blog,13,5
489,1750,54,2,0,447,21,image,35,Personal blog,9,5
489,1750,40,9,0,607,19,image,35,Personal blog,8,3
unknown,1750,62,unknown,0,690,17,image,35,Personal blog,N/A,0
489,1750,56,0,0,0,0,image,35,Personal blog,2,1
489,1750,55,7,0,141,13,image,35,Personal blog,5,2
489,1750,53,0,0,330,23,image,35,Personal blog,9,3
489,1750,66,7,0,280,17,image,35,Personal blog,7,0
489,1750,59,1,0,283,21,image,35,Personal blog,16,5
489,1750,61,1,0,203,17,image,35,Personal blog,16,4
489,1750,59,2,0,179,17,image,35,Personal blog,3,0
489,1750,63,1,0,249,21,image,35,Personal blog,10,2
382,347,22,0,0,443,13,image,54,Unknown,14,0
382,347,4,0,42,358,9,video,54,Unknown,22,0
382,347,10,0,0,565,0,image,54,Unknown,23,2
382,347,5,0,0,964,6,image,54,Unknown,19,5
382,347,8,0,0,840,11,image,54,Unknown,20,2
382,347,12,0,0,1025,11,image,54,Unknown,13,1
382,347,9,0,0,682,6,image,54,Unknown,23,4
382,347,24,0,0,654,8,image,54,Unknown,15,4
382,347,?,unknown,0,645,?,image,54,Unknown,N/A,6
382,347,12,0,0,962,7,image,54,Unknown,13,4
382,347,7,1,0,935,8,image,54,Unknown,20,3
382,347,10,0,0,895,8,image,54,Unknown,19,2
268,843,36,6,0,176,9,image,59,Other,19,4
268,843,30,2,0,507,30,image,59,Other,6,5
268,843,55,14,0,76,4,image,59,Other,17,2
268,843,21,0,0,302,17,image,59,Other,14,2
268,843,28,4,0,359,31,image,59,Other,5,1
268,843,17,0,0,337,31,image,59,Other,14,0
268,843,8,0,0,19,2,image,59,Other,9,6
268,843,12,0,0,181,3,image,59,Other,9,6
268,843,8,0,0,48,3,image,59,Other,9,6
268,843,18,2,0,339,27,image,59,Other,9,6
268,843,29,0,0,17,2,image,59,Other,15,0
268,843,14,1,0,311,29,image,59,Other,14,0
115,269,24,5,0,186,17,image,20,Unknown,18,3
115,269,24,0,0,364,21,image,20,Unknown,18,5
115,269,12,0,0,99,8,image,20,Unknown,14,6
115,269,10,0,0,316,26,image,20,Unknown,12,5
115,269,26,0,0,344,22,image,20,Unknown,22,4
115,269,15,0,0,420,29,image,20,Unknown,16,5
115,269,12,0,0,68,8,image,20,Unknown,15,5
115,269,17,1,0,119,10,image,20,Unknown,14,5
115,269,13,0,0,482,27,image,20,Unknown,7,0
115,269,10,0,0,300,30,image,20,Unknown,19,6
115,269,17,0,0,62,6,image,20,Unknown,10,6
115,269,10,2,0,182,14,image,20,Unknown,17,6
1015,3049,25,0,0,132,3,image,86,Unknown,17,4
1015,3049,14,0,0,48,2,image,86,Unknown,7,4
1015,3049,31,0,0,115,5,image,86,Unknown,20,5
1015,3049,22,7,0,277,8,image,86,Unknown,12,2
1015,3049,198,5,3129,44,0,video,86,Unknown,13,1
1015,3049,29,0,0,207,9,image,86,Unknown,8,0
1015,3049,7,0,0,58,1,image,86,Unknown,3,5
1015,3049,24,4,0,16,0,image,86,Unknown,18,3
1015,3049,9,0,0,72,0,image,86,Unknown,13,2
1015,3049,16,0,8,24,0,video,86,Unknown,12,3
1015,3049,46,0,0,447,6,image,86,Unknown,20,2
1015,3049,35,0,104,186,2,video,86,Unknown,7,2
340,474,64,4,0,30,0,image,27,Unknown,11,0
340,474,33,3,0,14,0,image,27,Unknown,21,5
340,474,49,4,0,121,0,image,27,Unknown,17,3
340,474,40,3,0,61,0,image,27,Unknown,18,3
340,474,29,1,0,43,3,image,27,Unknown,2,0
340,474,36,2,0,4,0,image,27,Unknown,20,4
340,474,47,8,0,30,0,image,27,Unknown,22,1
340,474,28,1,0,359,2,image,27,Unknown,14,0
340,474,38,1,0,94,5,image,27,Unknown,20,1
340,474,31,0,0,153,4,image,27,Unknown,12,0
340,474,28,0,0,0,0,image,27,Unknown,19,1
340,474,50,6,0,55,0,image,27,Unknown,18,1
2421,874,16,0,0,452,27,image,112,Other,18,5
2421,874,68,3,3307,72,2,video,112,Other,7,2
2421,874,113,3,2052,340,20,video,112,Other,17,0
2421,874,27,5,0,159,11,image,112,Other,19,2
2421,874,84,3,2215,304,14,video,112,Other,13,0
2421,874,52,2,0,457,26,image,112,Other,17,3
2421,874,92,26,0,524,29,image,112,Other,18,3
2421,874,151,3,2661,600,29,video,112,Other,18,5
2421,874,26,1,5669,510,29,video,112,Other,8,0
2421,874,192,5,25868,308,25,video,112,Other,21,4
2421,874,14,0,0,194,0,image,112,Other,14,6
2421,874,23,2,0,66,0,image,112,Other,23,3
485,938,28,0,0,278,19,image,58,Unknown,4,6
485,938,28,0,0,279,16,image,58,Unknown,14,5
485,938,32,0,0,125,7,image,58,Unknown,16,4
485,938,14,0,0,97,0,image,58,Unknown,12,1
485,938,27,0,127,265,16,video,58,Unknown,5,0
unknown,938,15,0,0,?,1, video ,58,Tech,N/A,0
485,938,17,1,0,50,0,image,58,Unknown,16,3
485,938,45,0,0,126,6,image,58,Unknown,10,5
485,938,18,0,0,240,0,image,58,Unknown,13,4
485,938,22,0,0,46,0,image,58,Unknown,5,1
485,938,57,0,0,377,30,image,58,Unknown,2,5
485,938,16,0,0,381,30,image,58,Unknown,16,2
262,6531,56,3,104,438,30,video,22,Unknown,22,4
262,6531,47,3,204,405,27,video,22,Unknown,22,4
262,6531,74,4,0,749,30,image,22,Unknown,22,4
262,6531,64,3,0,569,30,image,22,Unknown,22,4
262,6531,66,2,0,502,29,image,22,Unknown,22,4
262,6531,49,5,146,1092,30,video,22,Unknown,22,4
262,6531,60,2,0,1513,30,image,22,Unknown,22,4
262,6531,55,3,0,1513,30,image,22,Unknown,22,4
262,6531,57,2,145,622,30,video,22,Unknown,22,4
262,6531,52,3,0,2207,30,image,22,Unknown,22,4
262,6531,5,0,77,1023,2,video,22,Unknown,22,4
262,6531,51,4,0,2221,31,image,22,Unknown,22,4
366,1146,5,0,37,74,3,video,34,Other,18,2
366,1146,9,4,36,158,5,video,34,Other,16,0
366,1146,13,1,0,77,0,image,34,Other,3,6
366,1146,13,0,56,22,1,video,34,Other,23,6
366,1146,11,0,0,46,0,image,34,Other,22,6
366,1146,25,5,0,361,0,image,34,Other,5,5
366,1146,14,2,61,138,0,video,34,Other,1,6
366,1146,12,1,0,2287,0,image,34,Other,18,0
366,1146,5,0,34,186,0,video,34,Other,0,5
366,1146,19,0,0,21,0,image,34,Other,0,4
366,1146,12,1,47,241,0,video,34,Other,22,5
366,1146,32,0,0,240,0,image,34,Other,1,5
686,155,51,2,0,206,17,image,36,Other,18,4
686,155,73,12,0,?,?,VIDEO,36,Other,N/A,4
686,155,64,3,0,54,0,image,36,Other,16,1
686,155,60,2,0,24,0,image,36,Other,4,0
686,155,74,3,571,390,30,video,36,Other,9,6
686,155,165,unknown,0,298,23,image,36,Tech,16,5
686,155,74,2,415,347,30,video,36,Other,7,0
686,155,83,0,0,387,30,image,36,Other,20,4
686,155,66,8,0,301,28,image,36,Other,15,3
686,155,97,9,0,358,29,image,36,Other,18,4
686,155,?,16,0,310,30, video ,36,edu,4,4
686,155,87,4,0,0,0,image,36,Other,15,0
1942,209,44,3,344,159,7,video,5,Other,3,5
1942,209,45,4,0,328,23,image,5,Other,16,6
1942,209,58,7,331,96,5,video,5,Other,4,5
1942,209,41,1,337,172,7,video,5,Other,15,2
1942,209,34,3,284,226,11,video,5,Other,10,5
257,268,96,7,0,48,0,image,22,Unknown,16,5
257,268,91,25,0,118,0,image,22,Unknown,4,1
257,268,60,1,170,288,10,video,22,Unknown,21,5
257,268,87,6,0,29,0,image,22,Unknown,16,3
257,268,33,0,0,272,9,image,22,Unknown,18,2
257,268,64,2,0,34,0,image,22,Unknown,16,4
257,268,65,1,0,77,2,image,22,Unknown,7,2
257,268,75,3,0,39,1,image,22,Unknown,15,4
257,268,59,1,0,57,2,image,22,Unknown,13,6
257,268,61,1,0,93,2,image,22,Unknown,17,2
257,268,64,5,0,145,2,image,22,Unknown,16,6
257,268,56,0,0,19,0,image,22,Unknown,14,5
678,446,79,4,0,131,10,image,56,Unknown,15,6
678,446,96,5,0,104,7,image,56,Unknown,12,6
678,446,97,8,0,143,11,image,56,Unknown,7,2
678,446,55,12,0,652,13,image,56,Unknown,6,1
678,446,62,6,0,58,3,image,56,Unknown,15,2
678,446,37,2,157,69,6,video,56,Unknown,16,4
678,446,45,0,0,59,5,image,56,Unknown,17,5
678,446,90,6,0,55,?, video ,56,Unknown,14,3
678,446,94,10,0,102,7,image,56,Unknown,14,3
678,446,89,15,0,125,9,image,56,Unknown,5,6
678,446,83,2,0,63,5,image,56,Unknown,6,0
678,446,55,5,0,88,6,image,56,Unknown,16,6
559,816,46,1,95,650,20,video,22,Other,18,2
559,816,30,0,62,323,0,video,22,Other,5,6
559,816,66,1,154,489,12,video,22,Other,6,2
559,816,33,0,0,254,15,image,22,Other,5,2
559,816,42,2,107,147,12,video,22,Other,18,1
559,816,39,0,84,120,0,video,22,Other,9,0
559,816,88,3,157,370,20,video,22,Other,5,3
559,816,79,0,0,375,20,image,22,Other,21,2
559,816,70,0,0,392,18,image,22,Other,21,2
559,816,112,6,415,360,18,video,22,Other,20,4
559,816,69,0,0,406,29,image,22,Other,15,0
559,816,90,4,144,421,30,video,22,Other,13,4
439,1065,30,2,0,263,11,image,344,Unknown,19,6
439,1065,?,0,0,309,15,image,344,Unknown,2,5
439,1065,6,1,34,137,5,video,344,Unknown,7,3
439,1065,27,6,0,186,2,image,344,Unknown,23,3
439,1065,16,0,0,190,8,image,344,Unknown,0,2
439,1065,31,11,0,382,8,image,344,Unknown,22,0
439,1065,12,2,42,562,5,video,344,Unknown,13,6
439,1065,35,4,0,210,4,image,344,Unknown,23,1
439,1065,10,2,0,1536,12,image,344,Unknown,5,6
439,1065,5,0,0,788,10,image,344,Unknown,19,5
439,1065,12,0,0,1100,14,image,344,Unknown,0,5
439,1065,7,2,0,1450,9,image,344,Unknown,23,5
191,731,49,2,0,487,6,image,39,Unknown,2,0
191,731,41,1,0,279,4,image,39,Unknown,12,0
191,731,40,2,0,721,13,image,39,Unknown,1,4
191,731,59,2,0,1079,19,image,39,Unknown,12,1
191,731,86,2,0,153,0,image,39,Unknown,18,3
191,731,73,3,0,696,12,image,39,Unknown,16,3
191,731,34,4,36,531,12,video,39,Unknown,16,2
191,731,24,1,0,741,8,image,39,Unknown,1,2
191,731,27,2,0,163,7,image,39,Unknown,16,0
191,731,14,0,27,285,8,video,39,Unknown,16,2
191,731,41,2,0,398,?,image,39,Unknown,N/A,1
191,731,20,2,0,338,8,image,39,Unknown,1,5
11905,1,132,1,0,342,29,image,18,"Science, Technology & Engineering",18,2
11905,1,22,1,0,344,29,image,18,"Science, Technology & Engineering",15,1
11905,1,34,0,0,354,30,image,18,"Science, Technology & Engineering",13,6
11905,1,37,4,0,198,17,image,18,"Science, Technology & Engineering",16,4
11905,1,56,4,0,311,30,image,18,"Science, Technology & Engineering",10,6
11905,1,47,0,0,113,10,image,18,"Science, Technology & Engineering",12,0
11905,1,26,0,0,0,0,image,18,"Science, Technology & Engineering",17,4
11905,1,120,unknown,0,82,9,Img,18,"Science, Technology & Engineering",N/A,2
11905,1,48,0,0,14,1,image,18,"Science, Technology & Engineering",13,2
11905,1,187,2,0,8,0,image,18,"Science, Technology & Engineering",18,3
11905,1,166,0,0,0,0,image,18,"Science, Technology & Engineering",21,5
11905,1,399,2,0,8,0,image,18,"Science, Technology & Engineering",20,6
312,1110,46,1,0,498,5,image,166,Unknown,9,3
312,1110,79,34,0,662,9,image,166,Unknown,22,1
312,1110,27,0,127,356,5,video,166,Unknown,21,1
312,1110,29,0,0,171,7,image,166,Unknown,15,3
312,1110,29,0,87,202,7,video,166,Unknown,20,1
312,1110,39,2,0,339,24,image,166,Unknown,13,5
312,1110,34,3,0,546,18,image,166,Unknown,21,4
312,1110,32,3,0,1015,11,image,166,Unknown,21,4
312,1110,53,4,136,745,17,video,166,Unknown,22,5
312,1110,39,0,0,221,8,image,166,Unknown,20,4
312,1110,?,2,0,325,18,image,166,,19,2
312,1110,63,4,0,512,9,image,166,Unknown,22,3
1659,1557,5,2,0,492,0,image,90,Other,17,5
1659,1557,1,1,0,210,6,image,90,Other,17,3
1659,1557,1,0,0,219,6,image,90,Other,17,3
1659,1557,8,2,0,390,13,image,90,Other,20,1
1659,1557,3,2,0,227,6,image,90,Other,0,0
1659,1557,7,3,0,250,2,image,90,Other,12,4
1659,1557,60,62,55,56,2,video,90,Other,1,0
1659,1557,38,6,26,0,0,video,90,Other,0,0
1659,1557,44,11,85,203,20,video,90,Other,12,4
1659,1557,48,3,0,27,2,image,90,Other,6,4
1659,1557,37,10,69,203,20,video,90,Other,18,4
1659,1557,32,2,0,107,0,image,90,Other,17,4
308,268,16,3,0,560,26,image,24,Other,12,0
308,268,20,0,0,668,25,image,24,Other,11,2
308,268,21,2,0,646,19,image,24,Other,12,4
308,268,13,0,0,389,19,image,24,Other,12,2
308,268,15,2,0,571,25,image,24,Other,12,6
308,268,21,0,0,779,20,image,24,Other,12,4
308,268,25,4,0,1100,21,image,24,Other,12,2
308,268,34,6,0,744,31,image,24,Other,13,1
308,268,23,0,0,359,26,image,24,Other,12,2
308,268,35,10,0,466,30,image,24,Other,12,1
308,268,35,8,0,752,30,image,24,Other,13,6
308,268,35,11,0,373,22,image,24,Other,12,6
202,436,38,0,0,37,4,image,8,Unknown,15,6
202,436,44,2,0,126,17,image,8,Unknown,16,2
202,436,98,6,0,92,10,image,8,Unknown,12,4
202,436,40,0,0,49,3,image,8,Unknown,8,1
202,436,57,2,191,175,14,video,8,Unknown,12,0
202,436,28,0,0,39,5,image,8,Unknown,14,0
202,436,33,0,0,144,5,image,8,Unknown,12,4
202,436,23,0,0,32,0,image,8,Unknown,12,1
819,1210,40,3,0,1244,20,image,82,Unknown,12,2
819,1210,53,4,0,373,22,image,82,Unknown,17,0
819,1210,49,0,0,275,15,image,82,Unknown,2,0
819,1210,60,5,0,929,21,image,82,Unknown,20,3
819,1210,42,1,0,153,7,image,82,Unknown,6,1
unknown,1210,?,0,0,?,28,image,82,Unknown,0,3
819,1210,67,4,0,444,13,image,82,Unknown,17,0
819,1210,71,5,0,1959,19,image,82,Unknown,17,0
819,1210,56,1,0,206,5,image,82,Unknown,12,2
819,1210,85,4,0,1252,18,image,82,Unknown,0,1
819,1210,38,0,0,835,8,image,82,Unknown,2,3
819,1210,60,5,0,499,9,image,82,Unknown,2,3
266,107,19,0,1163,369,30,video,207,Other,5,3
266,107,4,0,0,440,30,image,207,Other,8,3
266,107,25,5,0,494,30,image,207,Other,8,1
266,107,188,0,5205,359,30,video,207,Other,7,0
266,107,10,0,70,386,30,video,207,Other,13,2
266,107,4,1,62,116,7,video,207,Other,5,1
266,107,15,3,0,303,30,image,207,Other,16,4
266,107,9,0,59,403,30,video,207,Other,11,3
266,107,10,0,121,353,30,video,207,Other,16,2
266,107,158,3,6171,0,0,video,207,Other,3,0
266,107,27,0,0,377,30,image,207,Other,14,4
266,107,10,0,0,598,30,image,207,Other,5,3
242,972,11,0,0,384,9,image,18,Digital Creator,6,1
242,972,8,1,0,384,8,image,18,Digital Creator,6,1
242,972,37,0,0,281,30,image,18,Digital Creator,4,0
