followers,following,likes,video_view_count,caption_length,hashtag_count,media_type,posts_count,post_hour,post_day_of_week,views_per_follower,views_per_hashtag,like_rate,virality_score,target
276,161,21,134,29,2,1.0,135,5,5,0.49,67.0,0.07608695652173914,0.28487042355223147,0
276,161,17,108,58,5,1.0,135,6,4,0.39,21.6,0.06159420289855073,0.23496754579766133,0
276,161,19,121,72,4,1.0,135,6,3,0.44,30.25,0.06884057971014493,0.26031909555007543,0
276,161,37,236,114,5,1.0,135,17,5,0.86,47.2,0.13405797101449277,0.44740553070937256,0
276,161,38,242,35,3,1.0,135,20,2,0.88,80.67,0.13768115942028986,0.4554738970140938,0
174,777,18,115,453,0,1.0,27,7,3,0.66,0.0,0.10344827586206896,0.3638854670241321,0
174,777,20,128,14,0,1.0,27,16,2,0.74,0.0,0.11494252873563218,0.39810632454426415,0
174,777,13,83,201,9,1.0,27,3,2,0.48,9.22,0.07471264367816093,0.28004601822843556,0
174,777,7,45,228,7,1.0,27,12,1,0.26,6.43,0.040229885057471264,0.16402722484415516,0
174,777,11,70,166,10,1.0,27,14,3,0.4,7.0,0.06321839080459771,0.24016213785611695,0
174,777,16,102,202,0,1.0,27,10,0,0.59,0.0,0.09195402298850575,0.3322161810819761,0
174,777,18,115,428,28,1.0,27,6,5,0.66,4.11,0.10344827586206896,0.3638854670241321,0
174,777,15,96,427,28,1.0,27,15,4,0.55,3.43,0.08620689655172414,0.3138078056510406,0
174,777,19,121,428,28,1.0,27,16,1,0.7,4.32,0.10919540229885058,0.3811805745820355,0
174,777,13,83,428,28,1.0,27,16,4,0.48,2.96,0.07471264367816093,0.28004601822843556,0
174,777,12,77,398,26,1.0,27,15,3,0.44,2.96,0.06896551724137931,0.26036000490667627,0
174,777,12,77,406,27,1.0,27,14,2,0.44,2.85,0.06896551724137931,0.26036000490667627,0
165,584,24,153,315,28,1.0,139,15,3,0.93,5.46,0.14545454545454545,0.47491854130158784,0
165,584,28,179,193,19,1.0,139,14,1,1.08,9.42,0.1696969696969697,0.5308997811651041,0
165,584,21,134,193,19,1.0,139,14,1,0.81,7.05,0.12727272727272726,0.42759286936494456,0
165,584,22,140,503,31,1.0,139,6,2,0.85,4.52,0.13333333333333333,0.4436777654425539,0
165,584,24,153,176,16,1.0,139,14,6,0.93,9.56,0.14545454545454545,0.47491854130158784,0
165,584,54,345,344,30,1.0,139,13,1,2.09,11.5,0.32727272727272727,0.8324053986618472,1
165,584,39,249,274,25,1.0,139,12,1,1.51,9.96,0.23636363636363636,0.6724448715236727,1
165,584,20,128,204,16,1.0,139,7,1,0.78,8.0,0.12121212121212122,0.41484230970980646,0
165,584,30,191,295,27,1.0,139,10,0,1.16,7.07,0.18181818181818182,0.559039273734556,0
165,584,23,147,166,15,1.0,139,11,3,0.89,9.8,0.1393939393939394,0.4594487100217872,0
165,584,23,147,187,21,1.0,139,21,3,0.89,7.0,0.1393939393939394,0.4594487100217872,0
165,584,18,75,110,13,0.0,139,11,5,0.45,5.77,0.10909090909090909,0.27775554931040813,0
213,322,7,57,66,0,0.0,598,11,2,0.27,0.0,0.03286384976525822,0.16667836853085272,0
213,322,19,107,87,0,0.0,598,16,5,0.5,0.0,0.0892018779342723,0.29345814235521656,0
213,322,8,51,506,0,1.0,598,8,2,0.24,0.0,0.03755868544600939,0.15272708428392928,0
213,322,43,274,53,4,1.0,598,9,4,1.29,68.5,0.20187793427230047,0.6029185289875444,0
213,322,30,258,342,24,0.0,598,22,5,1.21,10.75,0.14084507042253522,0.561564382265173,0
213,322,47,207,420,30,0.0,598,17,6,0.97,6.9,0.22065727699530516,0.5105081156445691,0
213,322,13,76,333,24,1.0,598,22,5,0.36,3.17,0.06103286384976526,0.22060004658317567,0
213,322,16,102,484,11,1.0,598,15,5,0.48,9.27,0.07511737089201878,0.2801778003001005,0
213,322,22,140,314,22,1.0,598,14,3,0.66,6.36,0.10328638497652583,0.36383411349165057,0
213,322,27,172,282,20,1.0,598,21,2,0.81,8.6,0.1267605633802817,0.42743381460192553,0
213,322,39,174,430,30,0.0,598,21,5,0.82,5.8,0.18309859154929578,0.448091648338357,0
213,322,27,78,409,28,0.0,598,7,5,0.37,2.79,0.1267605633802817,0.24639834606742,0
92202,501,2280,14305,180,6,0.0,1213,18,1,0.16,2384.17,0.024728313919437757,0.10502263457965462,0
92202,501,316,2034,56,5,0.0,1213,14,1,0.02,406.8,0.0034272575432203207,0.014069197000744858,0
92202,501,2100,13399,82,5,1.0,1213,20,0,0.15,2679.8,0.02277607861000846,0.09872746415120212,0
92202,501,490,3126,390,6,1.0,1213,14,0,0.03,521.0,0.005314418342335307,0.021068342786038287,0
92202,501,3011,17982,179,6,0.0,1213,14,6,0.2,2997.0,0.03265655842606451,0.12975614459438506,0
92202,501,1252,7591,56,5,0.0,1213,13,6,0.08,1518.2,0.013578881152252663,0.05474530675138683,0
92202,501,1129,7203,723,6,1.0,1213,15,5,0.08,1200.5,0.01224485369080931,0.05428434889906795,0
92202,501,576,5126,56,5,0.0,1213,19,4,0.06,1025.2,0.006247152990173749,0.0400544924276186,0
92202,501,386,4694,539,4,0.0,1213,18,4,0.05,1173.5,0.0041864601635539355,0.033175809172338026,0
92202,501,289,3852,266,9,0.0,1213,13,4,0.04,428.0,0.003134422246805926,0.02658879561478283,0
92202,501,3098,19766,81,5,1.0,1213,21,3,0.21,3953.2,0.033600138825622,0.13547002967123944,0
92202,501,1388,8856,550,13,1.0,1213,14,3,0.1,681.23,0.015053903386043687,0.06718121812658134,0
114970,357,1651,10534,655,6,1.0,489,14,1,0.09,1755.67,0.014360267895972863,0.06100585010422323,0
114970,357,1831,11682,839,6,1.0,489,14,0,0.1,1947.0,0.015925893711402975,0.06748175940529315,0
114970,357,2128,13577,764,6,1.0,489,14,4,0.12,2262.83,0.01850917630686266,0.08008263364505591,0
114970,357,2567,16378,804,4,1.0,489,14,3,0.14,4094.5,0.022327563712272767,0.09289705406761152,0
114970,357,6122,39060,831,5,1.0,489,14,2,0.34,7812.0,0.053248673567017485,0.20839302595249315,0
114970,357,5002,31914,624,5,1.0,489,14,1,0.28,6382.8,0.04350700182656345,0.175364555765304,0
114970,357,966,6163,635,6,1.0,489,14,0,0.05,1027.17,0.008402191876141602,0.03464208819158707,0
114970,357,6260,39941,731,5,1.0,489,14,4,0.35,7988.2,0.05444898669218057,0.21362440514021486,0
114970,357,31,198,343,5,1.0,489,14,3,0.0,39.6,0.00026963555710185266,9.435972418886042e-05,0
114970,357,2070,13207,692,6,1.0,489,14,2,0.11,2201.17,0.01800469687744629,0.07407959614193482,0
114970,357,1455,9283,843,5,1.0,489,14,1,0.08,1856.6,0.012655475341393408,0.05442629917446063,0
114970,357,1657,10572,1349,5,1.0,489,14,0,0.09,2114.4,0.014412455423153865,0.061023856689492666,0
17181,253,250,1595,812,21,1.0,818,15,6,0.09,75.95,0.014550957453000408,0.06107164041019847,0
17181,253,406,2590,1088,19,1.0,818,12,5,0.15,136.32,0.02363075490367266,0.09901981727989216,0
17181,253,118,753,507,21,1.0,818,13,4,0.04,35.86,0.006868051917816192,0.027889064549386475,0
17181,253,29,1197,288,14,0.0,818,14,3,0.07,85.5,0.0016879110645480473,0.04456839235824596,0
17181,253,183,1168,903,19,1.0,818,9,2,0.07,61.47,0.010651300855596298,0.047686362883110636,0
17181,253,429,2737,547,14,1.0,818,12,1,0.16,195.5,0.024969442989348698,0.10510498347677733,0
17181,253,545,4953,271,16,0.0,818,15,6,0.29,309.56,0.031721087247540886,0.1764473701255592,0
17181,253,275,1755,809,18,1.0,818,7,6,0.1,97.5,0.016006053198300448,0.06750937432662094,0
17181,253,277,2420,824,21,0.0,818,10,5,0.14,115.24,0.016122460857924452,0.0907662265458275,0
17181,253,317,2023,881,17,1.0,818,13,4,0.12,119.0,0.018450614050404518,0.08006250876103706,0
17181,253,85,693,479,17,0.0,818,13,3,0.04,40.76,0.004947325534020139,0.027220758256358182,0
17181,253,344,2195,738,16,1.0,818,14,1,0.13,137.19,0.020022117455328562,0.08637997006505033,0
528,65,31,198,343,30,0.0,352,5,2,0.38,6.6,0.058712121212121215,0.22932289076701684,0
12030,65,294,1876,450,30,1.0,352,8,1,0.16,62.53,0.024438902743142144,0.10492377108861953,0
12030,65,361,2303,309,30,1.0,352,4,0,0.19,76.77,0.03000831255195345,0.12341805505695362,0
12030,65,321,2048,360,29,1.0,352,5,6,0.17,70.62,0.026683291770573565,0.11126916224053351,0
12030,65,284,1812,418,30,1.0,352,15,5,0.15,60.4,0.023607647547797175,0.09901191631970396,0
12030,65,243,1550,393,30,1.0,352,5,4,0.13,51.67,0.020199501246882794,0.08644083044083628,0
12030,65,204,1302,1019,30,1.0,352,11,3,0.11,43.4,0.016957605985037406,0.07371941075258277,0
12030,65,324,2067,439,30,1.0,352,7,2,0.17,68.9,0.026932668329177057,0.11135416527677405,0
12030,65,136,868,602,22,1.0,352,14,1,0.07,39.45,0.011305070656691604,0.04791269757715376,0
12030,65,352,2246,418,30,1.0,352,11,1,0.19,74.87,0.029260182876142977,0.12316374591889322,0
12030,65,425,2712,408,30,1.0,352,13,0,0.23,90.4,0.035328345802161265,0.14671072665445667,0
12030,65,331,2112,410,30,1.0,352,6,0,0.18,70.4,0.027514546965918537,0.11708437373210721,0
117438,1221,9,57,349,3,1.0,114,17,1,0.0,19.0,7.663618249629592e-05,2.682163613292949e-05,0
117438,1221,21,134,232,5,1.0,114,0,2,0.0,26.8,0.0001788177591580238,6.258062060887683e-05,0
117438,1221,14,89,321,9,1.0,114,20,2,0.0,9.89,0.00011921183943868254,4.1721656995209005e-05,0
117438,1221,15,96,285,7,1.0,114,18,3,0.0,13.71,0.00012772697082715986,4.470158505124965e-05,0
117438,1221,2866,18286,166,5,1.0,114,22,5,0.16,3657.2,0.02440436655937601,0.10491197158740789,0
117438,1221,3872,24704,137,14,1.0,114,19,2,0.21,1764.57,0.0329705887361842,0.1352567850576575,0
117438,1221,4266,27218,181,10,1.0,114,20,4,0.23,2721.8,0.036325550503244264,0.147047676444147,0
528,1221,2319,14796,173,9,1.0,114,16,2,28.02,1644.0,4.392045454545454,2.7789140920965494,1
117438,1221,3767,24035,193,10,1.0,114,18,0,0.2,2403.5,0.03207649994039408,0.1295594891725104,0
117438,1221,2632,16793,102,1,1.0,114,17,4,0.14,16793.0,0.022411825814472316,0.09292590051712737,0
117438,1221,3946,25177,291,10,1.0,114,17,3,0.21,2517.7,0.033600708458931525,0.13547022256169672,0
117438,1221,2842,18133,240,9,1.0,114,16,3,0.15,2014.78,0.024200003406052554,0.09921440072401344,0
24267,180,1334,8511,867,11,1.0,682,17,0,0.35,773.73,0.054971772365764206,0.21379788877425493,0
24267,180,537,3426,568,8,1.0,682,10,1,0.14,428.25,0.022128816911855607,0.09282900528845987,0
24267,180,1131,7216,435,15,1.0,682,11,3,0.3,481.07,0.046606502657930524,0.18648033172588996,0
528,180,791,5047,343,4,1.0,682,13,4,9.56,1261.75,1.4981060606060606,1.8525341350346436,1
24267,180,509,3248,573,13,1.0,682,11,0,0.13,249.85,0.020974986607326822,0.08670677525920373,0
24267,180,666,4249,101,3,1.0,682,15,2,0.18,1416.33,0.027444677957720362,0.11706057359769852,0
24267,180,227,1448,668,6,1.0,682,11,2,0.06,241.33,0.0093542671117155,0.04113356569389388,0
24267,180,476,3037,561,7,1.0,682,10,1,0.13,433.86,0.01961511517698933,0.08624028757933141,0
24267,180,466,2973,378,10,1.0,682,10,0,0.12,297.3,0.019203032925371906,0.08032098901708905,0
24267,180,734,4683,240,7,1.0,682,17,4,0.19,669.0,0.030246837268718837,0.1234990971077386,0
528,180,647,4128,343,5,1.0,682,16,2,7.82,825.6,1.2253787878787878,1.6950387155173543,1
24267,180,882,5627,675,10,1.0,682,10,4,0.23,562.7,0.03634565459265669,0.14705446616677864,0
108405,8,28501,181844,879,6,1.0,203,5,0,1.68,30307.33,0.26291222729578895,0.7224780373796174,1
108405,8,33239,212074,875,6,1.0,203,17,6,1.96,35345.67,0.30661869839952033,0.7989779533365405,1
108405,8,29356,187300,784,6,1.0,203,13,6,1.73,31216.67,0.27079931737465984,0.736672176165878,1
108405,8,30415,194056,874,7,1.0,203,5,6,1.79,27722.29,0.28056823947234905,0.7534834080695625,1
108405,8,32393,206676,871,7,1.0,203,16,5,1.91,29525.14,0.29881463032147965,0.7858077117553025,1
528,8,28572,182297,874,8,1.0,203,14,5,345.26,22787.12,54.11363636363637,5.203962468976767,1
108405,8,32548,207665,876,7,1.0,203,6,5,1.92,29666.43,0.3002444536691112,0.7884226514079805,1
108405,8,26752,170685,868,6,1.0,203,17,4,1.57,28447.5,0.24677828513444952,0.6907358325878963,1
108405,8,31498,200966,784,6,1.0,203,13,4,1.85,33494.33,0.2905585535722522,0.7700336354567983,1
108405,8,26369,168242,884,9,1.0,203,5,4,1.55,18693.56,0.24324523776578572,0.6846644643074268,1
108405,8,29347,187242,894,6,1.0,203,17,3,1.73,31207.0,0.27071629537382963,0.7366493097312552,1
108405,8,25940,165505,866,5,1.0,203,13,3,1.53,33101.0,0.2392878557262119,0.6784304634394995,1
58967,759,209,1333,612,10,1.0,744,15,2,0.02,133.3,0.003544355317380908,0.014110038854949557,0
58967,759,254,1621,794,5,1.0,744,12,2,0.03,324.2,0.004307494022080146,0.020717606620779257,0
58967,759,1687,10764,1213,25,1.0,744,15,6,0.18,430.56,0.028609222107280344,0.1174570520128986,0
58967,759,457,2916,795,3,1.0,744,3,6,0.05,972.0,0.007750097512167823,0.03441568363221861,0
58967,759,1255,8007,1259,34,1.0,744,12,4,0.14,235.5,0.021283090542167652,0.09253928959754852,0
58967,759,478,3050,913,10,1.0,744,7,3,0.05,305.0,0.008106228907694133,0.034539349181293075,0
58967,759,748,4772,1279,28,1.0,744,4,2,0.08,170.43,0.012685061135889566,0.054436524643104445,0
58967,759,1379,8798,1218,24,1.0,744,5,1,0.15,366.58,0.02338596163956111,0.09893610751616132,0
58967,759,268,1710,1017,29,1.0,744,5,6,0.03,58.97,0.004544914952431021,0.02080033776184117,0
58967,759,162,1034,539,27,1.0,744,5,5,0.02,38.3,0.0027472993369172588,0.013831944085236789,0
58967,759,3999,25515,1228,28,1.0,744,12,4,0.43,911.25,0.067817592890939,0.25545431524894885,0
58967,759,573,3656,870,8,1.0,744,12,3,0.06,457.0,0.009717299506503638,0.04125942684873933,0
29411,2104,164,1603,672,0,0.0,274,12,2,0.05,0.0,0.005576144979769474,0.03365983625289904,0
29411,2104,167,1066,195,0,1.0,274,0,2,0.04,0.0,0.005678147631838428,0.027475194250445478,0
29411,2104,173,1104,19,1,1.0,274,23,5,0.04,1104.0,0.005882152935976335,0.027546185765512574,0
29411,2104,82,523,37,0,1.0,274,6,6,0.02,0.0,0.002788072489884737,0.013846175301241307,0
29411,2104,100,1122,211,10,0.0,274,2,2,0.04,112.2,0.0034000884022984596,0.026681475959399115,0
29411,2104,268,1710,40,1,1.0,274,21,0,0.06,1710.0,0.009112236918159872,0.04104963012401315,0
29411,2104,279,2595,361,17,0.0,274,20,4,0.09,152.65,0.009486246642412703,0.059320039718378535,0
29411,2104,198,2797,478,26,0.0,274,2,4,0.1,107.58,0.006732175036550951,0.06429998217217262,0
29411,2104,149,1339,338,17,0.0,274,2,0,0.05,78.76,0.005066131719424705,0.033482276428341735,0
29411,2104,201,1568,181,0,0.0,274,23,5,0.05,0.0,0.0068341776886199045,0.03409743240363955,0
29411,2104,213,3295,1791,4,0.0,274,21,4,0.11,823.75,0.007242188296895719,0.07035964131492742,0
29411,2104,193,2644,366,20,0.0,274,23,2,0.09,132.2,0.006562170616436027,0.05830475921422157,0
10670,182,269,1716,562,19,1.0,87,9,2,0.16,90.32,0.02521087160262418,0.10518741526527475,0
10670,182,440,2807,562,19,1.0,87,17,1,0.26,147.74,0.041237113402061855,0.16436595704445814,0
10670,182,958,6112,562,19,1.0,87,9,5,0.57,321.68,0.08978444236176195,0.3232921236681795,0
10670,182,966,6163,577,21,1.0,87,17,3,0.58,293.48,0.09053420805998126,0.3276598369370216,0
10670,182,950,6061,559,19,1.0,87,13,3,0.57,319.0,0.08903467666354264,0.323051242722677,0
10670,182,583,5790,564,19,0.0,87,12,2,0.54,304.74,0.05463917525773196,0.2992781137355689,0
10670,182,736,6850,580,21,0.0,87,11,4,0.64,326.19,0.06897844423617619,0.34489877079070935,0
10670,182,693,4422,580,21,1.0,87,17,0,0.41,210.57,0.06494845360824743,0.2453575470213235,0
10670,182,559,3567,568,21,1.0,87,21,6,0.33,169.86,0.05238987816307404,0.20323859074873943,0
10670,182,517,3299,571,20,1.0,87,22,5,0.31,164.95,0.04845360824742268,0.19207835278138513,0
10670,182,2281,14553,561,18,1.0,87,22,4,1.36,808.5,0.21377694470477976,0.625937981349113,1
10670,182,363,3607,566,19,0.0,87,16,4,0.34,189.84,0.03402061855670103,0.20194439983841048,0
21299,510,552,4811,313,16,0.0,359,16,0,0.23,300.69,0.02591670970468097,0.14351450743970523,0
21299,510,135,861,775,13,1.0,359,15,3,0.04,66.23,0.006338325742992629,0.027704876611652544,0
21299,510,2742,37586,442,0,0.0,359,15,4,1.76,0.0,0.12873843842433916,0.7022851458329972,1
21299,510,101,644,841,16,1.0,359,14,1,0.03,40.25,0.00474200666697967,0.02086900102697373,0
21299,510,2485,15855,36,0,1.0,359,15,4,0.74,0.0,0.11667214423212358,0.3986488604509511,0
21299,510,134,855,266,0,1.0,359,15,2,0.04,0.0,0.006291375181933424,0.02768854703411908,0
21299,510,1110,7082,141,0,1.0,359,15,3,0.33,0.0,0.05211512277571717,0.20314720167047315,0
21299,510,211,1346,439,0,1.0,359,15,2,0.06,0.0,0.009906568383492183,0.04132502728869563,0
21299,510,953,6080,426,1,1.0,359,23,1,0.29,6080.0,0.04474388468942204,0.18083756107763171,0
21299,510,137,874,343,17,1.0,359,13,2,0.04,51.41,0.0064322268651110385,0.02773753348128202,0
21299,510,4211,41339,478,17,0.0,359,15,0,1.94,2431.71,0.19770881262031081,0.7641098709919236,1
21299,510,112,1369,241,0,0.0,359,20,6,0.06,0.0,0.005258462838630922,0.0397104301707861,0
48396,101,22,140,415,29,1.0,652,20,5,0.0,4.83,0.00045458302339036283,0.00015906790614038095,0
48396,101,16,102,415,29,1.0,652,21,3,0.0,3.52,0.00033060583519299114,0.00011569291899408953,0
48396,101,12,77,415,29,1.0,652,18,0,0.0,2.66,0.0002479543763947434,8.677327427612798e-05,0
48396,101,14,89,415,29,1.0,652,9,4,0.0,3.07,0.00028928010579386726,0.00010123339533005532,0
48396,101,23,147,415,29,1.0,652,19,1,0.0,5.07,0.0004752458880899248,0.00016629654808534913,0
48396,101,19,121,415,29,1.0,652,16,1,0.0,4.17,0.000392594429291677,0.0001373810844920598,0
48396,101,22,140,415,29,1.0,652,16,6,0.0,4.83,0.00045458302339036283,0.00015906790614038095,0
48396,101,24,153,415,29,1.0,652,19,3,0.0,5.28,0.0004959087527894868,0.00017352504073835963,0
48396,101,9,57,415,29,1.0,652,21,6,0.0,1.97,0.00018596578229605754,6.508197248120208e-05,0
48396,101,13,83,415,29,1.0,652,17,4,0.0,2.86,0.0002686172410943053,9.400340947991338e-05,0
48396,101,12,77,422,30,1.0,652,16,4,0.0,2.57,0.0002479543763947434,8.677327427612798e-05,0
48396,101,23,147,415,29,1.0,652,18,3,0.0,5.07,0.0004752458880899248,0.00016629654808534913,0
30257,144,845,5391,494,11,1.0,122,12,5,0.18,490.09,0.027927421753643784,0.11722498210718811,0
30257,144,1360,8677,199,16,1.0,122,13,3,0.29,542.31,0.04494827643190005,0.18090602772686012,0
30257,144,3218,20532,434,6,1.0,122,11,4,0.68,3422.0,0.10635555408665763,0.372590930838956,0
30257,144,694,4428,255,14,1.0,122,14,0,0.15,316.29,0.022936841061572528,0.09878247368613949,0
30257,144,1865,11899,302,23,1.0,122,15,5,0.39,517.35,0.06163862907756883,0.23498219248400154,0
30257,144,964,6151,226,9,1.0,122,13,4,0.2,683.44,0.03186039594143504,0.12948619584647608,0
30257,144,1188,7580,271,21,1.0,122,13,1,0.25,360.95,0.03926364147139505,0.15852265721971404,0
30257,144,1941,12384,290,21,1.0,122,13,4,0.41,589.71,0.06415044452523383,0.24509517950765025,0
30257,144,1790,11421,277,22,1.0,122,12,1,0.38,519.14,0.059159863833162574,0.2294708788614869,0
30257,144,1552,9902,354,25,1.0,122,15,3,0.33,396.08,0.05129391545758007,0.20287390953306472,0
30257,144,1160,7401,304,21,1.0,122,14,2,0.24,352.43,0.03833823578015005,0.15298995150723377,0
30257,144,1360,8677,312,22,1.0,122,13,2,0.29,394.41,0.04494827643190005,0.18090602772686012,0
16549,182,93,921,173,1,0.0,1203,5,4,0.06,921.0,0.0056196749048280864,0.039836170485085434,0
16549,182,50,319,307,23,1.0,1203,16,3,0.02,13.87,0.003021330593993595,0.013927579184063479,0
16549,182,191,1219,322,24,1.0,1203,13,4,0.07,50.79,0.011541482869055533,0.0479945073165627,0
16549,182,182,1161,347,24,1.0,1203,13,3,0.07,48.38,0.010997643362136685,0.047806284671531675,0
16549,182,317,2691,318,24,0.0,1203,14,2,0.16,112.12,0.01915523596591939,0.10311393276735291,0
16549,182,211,2127,387,24,0.0,1203,13,5,0.13,88.62,0.01275001510665297,0.08387575757675776,0
16549,182,825,9019,349,24,0.0,1203,6,4,0.54,375.79,0.04985195480089431,0.2976857762569225,0
16549,182,362,2310,326,24,1.0,1203,14,3,0.14,96.25,0.021874433500513626,0.09274188781992218,0
16549,182,690,4402,367,24,1.0,1203,14,2,0.27,183.42,0.04169436219711161,0.16965798896243733,0
16549,182,341,2176,354,24,1.0,1203,14,1,0.13,90.67,0.020605474651036317,0.08658008009477786,0
16549,182,541,3452,360,25,1.0,1203,14,6,0.21,138.08,0.03269079702701069,0.13516197077736497,0
16549,182,769,4906,345,25,1.0,1203,12,4,0.3,196.24,0.04646806453562149,0.18643403299995034,0
24125,163,1182,11415,1296,24,0.0,161,15,2,0.47,475.62,0.04899481865284974,0.26716189704244886,0
24125,163,1303,12578,1303,24,0.0,161,14,2,0.52,524.08,0.05401036269430052,0.2905725163050097,0
24125,163,1085,7431,548,28,0.0,161,12,3,0.31,265.39,0.044974093264248706,0.1909148720796617,0
24125,163,1712,13540,1393,24,0.0,161,13,2,0.56,564.17,0.07096373056994819,0.3130414078772836,0
24125,163,483,3082,1248,22,1.0,161,14,4,0.13,140.09,0.020020725388601036,0.08637949240512634,0
24125,163,1545,11567,1171,22,0.0,161,13,1,0.48,525.77,0.06404145077720207,0.2765533787347152,0
24125,163,2085,18333,1515,24,0.0,161,16,4,0.76,763.88,0.08642487046632125,0.39646630542113215,0
24125,163,841,5366,1000,33,1.0,161,8,2,0.22,162.61,0.03486010362694301,0.14124624638569075,0
24125,163,618,3943,1311,24,1.0,161,13,5,0.16,164.29,0.025616580310880828,0.10532589405305354,0
24125,163,1548,13144,1305,30,0.0,161,6,1,0.54,438.13,0.06416580310880829,0.3024254937456455,0
24125,163,738,4709,1274,29,1.0,161,16,6,0.2,162.38,0.030590673575129533,0.12905524949248048,0
24125,163,683,5128,1524,30,0.0,161,15,2,0.21,170.93,0.028310880829015544,0.13367437084620667,0
17349,30,159,1014,545,30,1.0,184,7,2,0.06,33.8,0.00916479335984783,0.04106785830014456,0
17349,30,251,1601,545,30,1.0,184,5,2,0.09,53.37,0.01446769266240129,0.061042914526654335,0
17349,30,134,855,545,30,1.0,184,3,2,0.05,28.5,0.0077237881145887375,0.03440654604009314,0
17349,30,549,3503,545,30,1.0,184,12,1,0.2,116.77,0.03164447518588968,0.12941294933683697,0
17349,30,411,2622,545,30,1.0,184,10,1,0.15,87.4,0.023690126232059485,0.09904011694579475,0
17349,30,219,1397,545,30,1.0,184,17,6,0.08,46.57,0.012623205948469652,0.05441514585750864,0
17349,30,224,1429,532,30,1.0,184,15,6,0.08,47.63,0.01291140699752147,0.054514744617464785,0
17349,30,226,1442,545,30,1.0,184,14,6,0.08,48.07,0.013026687417142198,0.05455457618687161,0
17349,30,452,2884,545,30,1.0,184,12,6,0.17,96.13,0.026053374834284396,0.11105435540416883,0
17349,30,141,900,545,30,1.0,184,12,6,0.05,30.0,0.008127269583261282,0.03454665412534274,0
17349,30,284,1812,546,30,1.0,184,11,6,0.1,60.4,0.016369819586143294,0.06763466437636961,0
17349,30,333,2125,545,30,1.0,184,8,6,0.12,70.83,0.019194189866851116,0.08031795224834969,0
49456,39,562,3586,451,30,1.0,195,3,2,0.07,119.53,0.011363636363636364,0.0479329658468563,0
49456,39,717,4575,358,30,1.0,195,15,1,0.09,152.5,0.014497735360724684,0.06105327936014901,0
49456,39,1287,8211,450,30,1.0,195,4,1,0.17,273.7,0.026023131672597864,0.11104403892078482,0
49456,39,565,3605,497,30,1.0,195,17,5,0.07,120.17,0.01142429634422517,0.04795395766005545,0
49456,39,559,3567,413,30,1.0,195,17,4,0.07,118.9,0.011302976383047558,0.04791197277456386,0
49456,39,1721,10980,438,30,1.0,195,7,4,0.22,366.0,0.03479860886444516,0.14122544762621347,0
49456,39,363,2316,487,30,1.0,195,13,3,0.05,77.2,0.007339857651245551,0.03427317490407121,0
49456,39,1636,10438,358,30,1.0,195,4,3,0.21,347.93,0.03307990941442899,0.13529382407239177,0
49456,39,665,4243,479,30,1.0,195,20,2,0.09,141.43,0.013446295697185378,0.06069034635058067,0
49456,39,1046,6674,471,30,1.0,195,12,2,0.13,222.47,0.021150113231963766,0.08676680519446874,0
49456,39,441,2814,358,30,1.0,195,8,2,0.06,93.8,0.008917017146554513,0.04098191364256236,0
49456,39,661,4217,473,30,1.0,195,18,1,0.09,140.57,0.01336541572306697,0.06066241283233922,0
19177,0,383,2444,102,7,1.0,196,14,6,0.13,349.14,0.01997184126818585,0.08636271838111444,0
19177,0,454,2897,81,6,1.0,196,2,6,0.15,482.83,0.023674193043750326,0.09903466934093437,0
19177,0,463,2954,84,6,1.0,196,3,2,0.15,492.33,0.024143505240652865,0.0991950930660826,0
19177,0,402,2565,96,7,1.0,196,11,1,0.13,366.43,0.020962611461646765,0.08670253291507708,0
19177,0,471,3005,145,10,0.0,196,13,6,0.16,300.5,0.024560671637899566,0.10496537101255132,0
19177,0,31,198,69,14,0.0,196,3,6,0.01,14.14,0.0016165197893309694,0.007033040174209996,0
19177,0,731,4664,65,4,1.0,196,3,5,0.24,1166.0,0.038118579548417374,0.1529159025977398,0
19177,0,542,3458,116,7,1.0,196,4,0,0.18,494.0,0.028263023413464046,0.11733923279078232,0
19177,0,191,1219,29,1,1.0,196,3,4,0.06,1219.0,0.009959847734265006,0.041343491651116844,0
19177,0,410,2616,73,5,1.0,196,17,1,0.14,523.2,0.021379777858893466,0.09257242336759233,0
19177,0,523,3337,66,2,1.0,196,3,6,0.17,1668.5,0.02727225322000313,0.11146988373467959,0
19177,0,250,1595,20,0,1.0,196,2,5,0.08,0.0,0.013036449913959431,0.05455794910632619,0
10105,7502,75,479,716,20,1.0,43,17,2,0.05,23.95,0.007422068283028204,0.03430173780350813,0
10105,7502,73,466,550,25,1.0,43,17,3,0.05,18.64,0.007224146462147452,0.034232968769000616,0
10105,7502,72,459,821,34,1.0,43,17,2,0.05,13.5,0.007125185551707076,0.034198579184104363,0
10105,7502,67,427,643,29,1.0,43,17,0,0.04,14.72,0.006630380999505196,0.02780643739613395,0
10105,7502,56,357,492,22,1.0,43,17,2,0.04,16.23,0.005541810984661059,0.02742774262648885,0
10105,7502,58,370,475,21,1.0,43,17,1,0.04,17.62,0.005739732805541811,0.027496626704648613,0
10105,7502,49,313,767,30,1.0,43,17,3,0.03,10.43,0.004849084611578427,0.02090629944137025,0
10105,7502,55,351,853,22,1.0,43,17,3,0.03,15.95,0.0054428500742206825,0.021113053410166886,0
