followers,following,likes,video_view_count,caption_length,hashtag_count,media_type,posts_count,post_hour,post_day_of_week,views_per_follower,views_per_hashtag,like_rate,virality_score,target
333,2610,3,19,66,1,1.0,38,18,1,0.06,19.0,0.009009009009009009,0.0410138247745504,0
333,2610,60,383,496,23,1.0,38,19,2,1.15,16.65,0.18018018018018017,0.5555375900518075,0
333,2610,37,236,425,23,1.0,38,19,5,0.71,10.26,0.1111111111111111,0.3855968713147087,0
333,2610,41,262,0,0,1.0,38,13,2,0.79,0.0,0.12312312312312312,0.4190798105061622,0
333,2610,35,223,6,0,1.0,38,18,1,0.67,0.0,0.10510510510510511,0.3683145140446019,0
333,2610,79,504,306,28,1.0,38,17,4,1.51,18.0,0.23723723723723725,0.6726920903225792,1
333,2610,63,402,314,28,1.0,38,18,2,1.21,14.36,0.1891891891891892,0.5760902375401927,0
731,1685,73,466,256,4,1.0,10,14,3,0.64,116.5,0.09986320109439124,0.3548675904936853,0
731,1685,71,453,169,4,1.0,10,12,1,0.62,113.25,0.09712722298221614,0.34602029884964786,0
731,1685,61,389,163,4,1.0,10,8,2,0.53,97.25,0.08344733242134063,0.30447580423545023,0
731,1685,47,300,182,4,1.0,10,6,1,0.41,75.0,0.06429548563611491,0.24514288040356458,0
731,1685,61,389,240,4,1.0,10,10,0,0.53,97.25,0.08344733242134063,0.30447580423545023,0
731,1685,74,472,38,0,1.0,10,5,3,0.65,0.0,0.1012311901504788,0.35925402332719275,0
731,1685,53,338,37,0,1.0,10,22,2,0.46,0.0,0.07250341997264022,0.2704821294283796,0
731,1685,115,734,52,4,1.0,10,17,2,1.0,183.5,0.1573187414500684,0.5016827323137201,0
731,1685,33,211,129,4,1.0,10,13,1,0.29,52.75,0.04514363885088919,0.18097145723868718,0
731,1685,34,217,134,4,1.0,10,8,0,0.3,54.25,0.046511627906976744,0.18644860283073428,0
152,1163,25,160,2089,17,1.0,10,6,4,1.05,9.41,0.16447368421052633,0.5198900896523495,0
152,1163,14,89,2197,16,1.0,10,0,2,0.59,5.56,0.09210526315789473,0.3322646541794845,0
152,1163,10,64,1203,13,1.0,10,3,1,0.42,4.92,0.06578947368421052,0.2502275015836978,0
152,1163,7,45,1828,8,1.0,10,5,4,0.3,5.62,0.046052631578947366,0.1862950603847535,0
152,1163,47,300,1496,7,1.0,10,8,3,1.97,42.86,0.3092105263157895,0.801863775686871,1
152,1163,24,153,1529,14,1.0,10,12,2,1.01,10.93,0.15789473684210525,0.5050987853132962,0
152,1163,19,121,1376,10,1.0,10,23,1,0.8,12.1,0.125,0.4232853946661116,0
152,1163,23,147,305,8,1.0,10,12,1,0.97,18.38,0.1513157894736842,0.49003871136446636,0
152,1163,13,83,305,8,1.0,10,12,1,0.55,10.38,0.08552631578947369,0.3135884386742574,0
152,1163,15,96,305,8,0.0,10,12,1,0.63,12.0,0.09868421052631579,0.3505166616818037,0
185,305,18,115,308,6,1.0,25,16,2,0.62,19.17,0.0972972972972973,0.34607455089600214,0
185,305,12,77,215,5,1.0,25,22,0,0.42,15.4,0.06486486486486487,0.24992373282944236,0
185,305,11,70,243,5,1.0,25,23,0,0.38,14.0,0.05945945945945946,0.229569866413191,0
185,305,23,147,183,5,1.0,25,3,3,0.79,29.4,0.12432432432432433,0.419453942022279,0
185,305,13,83,306,5,1.0,25,23,0,0.45,16.6,0.07027027027027027,0.26528523364678763,0
185,305,14,89,274,4,1.0,25,0,3,0.48,22.25,0.07567567567567568,0.28035950693057404,0
185,305,13,83,123,0,1.0,25,16,1,0.45,0.0,0.07027027027027027,0.26528523364678763,0
185,305,29,116,206,6,0.0,25,23,3,0.63,19.33,0.15675675675675677,0.3685440761123705,0
185,305,21,134,222,6,1.0,25,1,1,0.72,22.33,0.11351351351351352,0.39014290933542484,0
185,305,31,143,231,8,0.0,25,14,3,0.77,17.88,0.16756756756756758,0.4253596091927736,0
185,305,35,223,296,13,1.0,25,1,1,1.21,17.15,0.1891891891891892,0.5760902375401927,0
185,305,33,130,217,0,0.0,25,0,3,0.7,0.0,0.1783783783783784,0.4023570963891782,0
212,76,27,172,304,11,1.0,29,12,1,0.81,15.64,0.12735849056603774,0.4276194964713517,0
212,76,18,75,72,14,0.0,29,18,6,0.35,5.36,0.08490566037735849,0.22359054708063375,0
212,76,31,198,68,0,1.0,29,6,0,0.93,0.0,0.14622641509433962,0.47515431092990384,0
212,76,30,191,88,0,1.0,29,9,5,0.9,0.0,0.14150943396226415,0.4635280340316925,0
212,76,34,217,70,0,1.0,29,9,5,1.02,0.0,0.16037735849056603,0.5090742238596464,0
212,76,47,300,681,25,1.0,29,13,3,1.42,12.0,0.22169811320754718,0.6445335265692207,1
212,76,35,223,494,27,1.0,29,12,5,1.05,8.26,0.1650943396226415,0.5200765872322937,0
212,76,37,150,611,25,0.0,29,13,5,0.71,6.0,0.17452830188679244,0.4050240084619128,0
212,76,54,345,933,27,1.0,29,10,3,1.63,12.78,0.25471698113207547,0.7079580119616778,1
212,76,89,568,76,0,1.0,29,13,4,2.68,0.0,0.419811320754717,0.969576685444448,1
212,76,70,447,729,30,1.0,29,13,4,2.11,14.9,0.330188679245283,0.8373670507173782,1
212,76,119,759,73,0,1.0,29,7,2,3.58,0.0,0.5613207547169812,1.1450405840287285,1
128,98,56,357,327,27,1.0,19,15,1,2.79,13.22,0.4375,0.9930548352025967,1
128,98,43,274,337,24,1.0,19,13,6,2.14,11.42,0.3359375,0.8451164723521702,1
128,98,60,383,331,24,1.0,19,15,5,2.99,15.96,0.46875,1.0340083947047682,1
128,98,65,415,516,24,1.0,19,20,1,3.24,17.29,0.5078125,1.082697098753357,1
128,98,51,325,300,24,1.0,19,18,0,2.54,13.54,0.3984375,0.9390568123170923,1
128,98,38,242,316,24,1.0,19,13,5,1.89,10.08,0.296875,0.7808018599337456,1
128,98,46,293,317,24,1.0,19,12,4,2.29,12.21,0.359375,0.8815356794584516,1
128,98,48,306,340,28,1.0,19,21,3,2.39,10.93,0.375,0.9049982547965205,1
128,98,46,293,363,24,1.0,19,13,3,2.29,12.21,0.359375,0.8815356794584516,1
128,98,70,447,341,26,1.0,19,23,1,3.49,17.19,0.546875,1.1288871245114274,1
128,98,53,338,335,25,1.0,19,1,1,2.64,13.52,0.4140625,0.9610527616427952,1
128,98,34,217,289,21,1.0,19,0,1,1.7,10.33,0.265625,0.7280617774161526,1
115,549,3,19,78,4,1.0,42,22,4,0.17,4.75,0.02608695652173913,0.11106581036212723,0
115,549,16,102,376,29,1.0,42,19,6,0.89,3.52,0.1391304347826087,0.4593677570897737,0
115,549,9,57,122,11,1.0,42,20,4,0.5,5.18,0.0782608695652174,0.28992462330493224,0
115,549,20,128,344,29,1.0,42,2,4,1.11,4.41,0.17391304347826086,0.5414670933934966,0
115,549,9,57,67,7,1.0,42,20,0,0.5,8.14,0.0782608695652174,0.28992462330493224,0
115,549,10,64,25,0,1.0,42,0,2,0.56,0.0,0.08695652173913043,0.3182293469486076,0
115,549,9,57,355,26,1.0,42,14,0,0.5,2.19,0.0782608695652174,0.28992462330493224,0
115,549,11,70,183,10,1.0,42,17,4,0.61,7.0,0.09565217391304348,0.34152463885352136,0
115,549,9,57,267,9,1.0,42,21,2,0.5,6.33,0.0782608695652174,0.28992462330493224,0
115,549,13,83,677,8,1.0,42,2,0,0.72,10.38,0.11304347826086956,0.38999513648121364,0
115,549,15,96,112,6,1.0,42,12,4,0.83,16.0,0.13043478260869565,0.4357161911869806,0
115,549,13,83,176,14,1.0,42,20,6,0.72,5.93,0.11304347826086956,0.38999513648121364,0
384,682,86,549,137,7,1.0,99,18,1,1.43,78.43,0.22395833333333334,0.6478608670198291,1
384,682,95,606,113,2,1.0,99,20,5,1.58,303.0,0.24739583333333334,0.6934334249949079,1
384,682,75,479,85,6,1.0,99,19,0,1.25,79.83,0.1953125,0.5895473206561,0
384,682,102,651,209,8,1.0,99,18,5,1.7,81.38,0.265625,0.7280617774161526,1
384,682,68,434,238,12,1.0,99,11,0,1.13,36.17,0.17708333333333334,0.5485431563544434,0
384,682,185,1180,128,5,1.0,99,19,2,3.07,236.0,0.4817708333333333,1.050001208183939,1
384,682,63,402,154,3,1.0,99,15,1,1.05,134.0,0.1640625,0.5197664802567507,0
384,682,51,325,79,2,1.0,99,15,5,0.85,162.5,0.1328125,0.44351688288398683,0
384,682,57,364,113,2,1.0,99,21,4,0.95,182.0,0.1484375,0.48252990517486777,0
384,682,53,338,136,5,1.0,99,11,3,0.88,67.6,0.13802083333333334,0.45557837982495974,0
384,682,59,376,106,5,1.0,99,14,5,0.98,75.2,0.15364583333333334,0.49403747516928154,0
384,682,55,351,156,4,1.0,99,20,3,0.91,87.75,0.14322916666666666,0.46746700850865563,0
135,769,10,64,366,28,1.0,37,20,4,0.47,2.29,0.07407407407407407,0.27543119790766996,0
135,769,16,102,363,28,1.0,37,22,2,0.76,3.64,0.11851851851851852,0.4066557463143125,0
135,769,9,57,23,0,1.0,37,15,1,0.42,0.0,0.06666666666666667,0.25051544894670996,0
135,769,15,96,342,27,1.0,37,4,6,0.71,3.56,0.1111111111111111,0.3855968713147087,0
135,769,55,351,269,22,1.0,37,17,1,2.6,15.95,0.4074074074074074,0.9522192523530616,1
135,769,43,274,277,26,1.0,37,19,6,2.03,10.54,0.31851851851851853,0.81734377283761,1
135,769,68,434,454,38,1.0,37,20,5,3.21,11.42,0.5037037037037037,1.0771266412124638,1
135,769,39,249,188,18,1.0,37,0,2,1.84,13.83,0.28888888888888886,0.7672958161841594,1
135,769,21,134,109,9,1.0,37,22,0,0.99,14.89,0.15555555555555556,0.49789094526254835,0
135,769,26,166,122,10,1.0,37,1,1,1.23,16.6,0.1925925925925926,0.5829463858479296,0
135,769,23,147,29,0,1.0,37,16,5,1.09,0.0,0.17037037037037037,0.5342187319908559,0
135,769,43,274,154,13,1.0,37,17,2,2.03,21.08,0.31851851851851853,0.81734377283761,1
246,91,26,329,291,20,0.0,46,7,0,1.34,16.45,0.10569105691056911,0.5877627897175186,0
246,91,16,102,310,23,1.0,46,10,6,0.41,4.43,0.06504065040650407,0.2453878465936069,0
246,91,26,166,353,22,1.0,46,4,4,0.67,7.55,0.10569105691056911,0.36850004280590354,0
246,91,19,121,281,18,1.0,46,2,2,0.49,6.72,0.07723577235772358,0.2852438794911399,0
246,91,19,121,177,12,1.0,46,12,1,0.49,10.08,0.07723577235772358,0.2852438794911399,0
246,91,25,160,313,21,1.0,46,5,6,0.65,7.62,0.1016260162601626,0.35937948687468635,0
246,91,135,1707,250,12,0.0,46,12,5,6.94,142.25,0.5487804878048781,1.4998573726363973,1
246,91,28,179,335,17,1.0,46,4,5,0.73,10.53,0.11382113821138211,0.3940077151907946,0
246,91,19,121,368,22,1.0,46,6,3,0.49,5.5,0.07723577235772358,0.2852438794911399,0
246,91,34,217,346,22,1.0,46,15,2,0.88,9.86,0.13821138211382114,0.45563697848011797,0
246,91,20,128,181,10,1.0,46,3,2,0.52,12.8,0.08130081300813008,0.29951938815508794,0
246,91,29,458,156,13,0.0,46,4,1,1.86,35.23,0.11788617886178862,0.7220379027476178,1
179,1582,34,217,369,21,1.0,18,5,2,1.21,10.33,0.18994413407821228,0.5763123610483144,0
179,1582,90,574,480,21,1.0,18,16,0,3.21,27.33,0.5027932960893855,1.076914671817668,1
179,1582,100,638,465,19,1.0,18,2,0,3.56,33.58,0.5586592178770949,1.1415987968853054,1
179,1582,415,2648,583,21,1.0,18,15,5,14.79,126.1,2.3184357541899443,2.2134176681065694,1
179,1582,227,1448,521,19,1.0,18,14,4,8.09,76.21,1.2681564245810055,1.721302264139444,1
179,1582,28,179,992,15,1.0,18,1,4,1.0,11.93,0.1564245810055866,0.5014122129625794,0
179,1582,36,230,134,8,1.0,18,23,3,1.28,28.75,0.2011173184357542,0.5998523157285448,0
179,1582,34,217,190,9,1.0,18,20,3,1.21,24.11,0.18994413407821228,0.5763123610483144,0
179,1582,12,77,92,6,1.0,18,4,1,0.43,12.83,0.0670391061452514,0.25519905654873654,0
179,1582,9,57,124,11,1.0,18,15,0,0.32,5.18,0.05027932960893855,0.19763028373509967,0
179,1582,10,64,397,30,1.0,18,0,4,0.36,2.13,0.055865921787709494,0.21889147806278497,0
179,1582,10,64,84,6,1.0,18,0,4,0.36,10.67,0.055865921787709494,0.21889147806278497,0
496,1924,4,26,347,6,1.0,267,20,0,0.05,4.33,0.008064516129032258,0.0345248668041733,0
496,1924,1,16,86,4,0.0,267,20,3,0.03,4.0,0.0020161290322580645,0.019918156237099294,0
496,1924,0,198,244,4,1.0,267,11,1,0.4,49.5,0.0,0.21870695380378843,0
496,1924,6,38,423,6,1.0,267,23,0,0.08,6.33,0.012096774193548387,0.05423314427686401,0
496,1924,3,19,357,6,1.0,267,14,6,0.04,3.17,0.006048387096774193,0.027604022708939756,0
496,1924,3,20,194,5,0.0,267,21,4,0.04,4.0,0.006048387096774193,0.027604022708939756,0
496,1924,7,45,174,9,1.0,267,15,3,0.09,5.0,0.014112903225806451,0.060920487737868116,0
496,1924,1,6,626,9,1.0,267,13,2,0.01,0.67,0.0020161290322580645,0.00717264983465469,0
496,1924,3,19,610,9,1.0,267,13,0,0.04,2.11,0.006048387096774193,0.027604022708939756,0
496,1924,4,50,1201,8,0.0,267,21,5,0.1,6.25,0.008064516129032258,0.06476287696685365,0
496,1924,5,32,491,6,1.0,267,18,4,0.06,5.33,0.010080645161290322,0.04138535130656232,0
496,1924,2,13,794,4,1.0,267,13,2,0.03,3.25,0.004032258064516129,0.020621674061907763,0
114,37,5,36,272,19,0.0,69,19,4,0.32,1.89,0.043859649122807015,0.19548439443984356,0
114,37,88,1010,122,12,0.0,69,16,6,8.86,84.17,0.7719298245614035,1.6877402467518017,1
114,37,4,26,294,21,1.0,69,9,3,0.23,1.24,0.03508771929824561,0.14662937172472124,0
114,37,2,23,145,11,0.0,69,8,2,0.2,2.09,0.017543859649122806,0.12459612186522473,0
114,37,23,317,67,7,0.0,69,16,0,2.78,45.29,0.20175438596491227,0.9286444733622429,1
114,37,69,1631,134,13,0.0,69,15,3,14.31,125.46,0.6052631578947368,1.939179732841659,1
114,37,10,54,242,16,0.0,69,13,3,0.47,3.38,0.08771929824561403,0.2798496515376087,0
114,37,9,57,160,12,1.0,69,7,3,0.5,4.75,0.07894736842105263,0.29014738771257953,0
114,37,19,121,187,16,1.0,69,11,5,1.06,7.56,0.16666666666666666,0.5237116267605088,0
114,37,6,41,94,4,0.0,69,10,3,0.36,10.25,0.05263157894736842,0.2178177078718171,0
114,37,5,32,516,12,1.0,69,19,3,0.28,2.67,0.043859649122807015,0.17548281630645365,0
114,37,7,45,0,0,1.0,69,21,4,0.39,0.0,0.06140350877192982,0.23490466966347623,0
244,172,22,140,916,19,1.0,11,9,4,0.57,7.37,0.09016393442622951,0.3234139818051149,0
244,172,25,160,620,19,1.0,11,18,0,0.66,8.42,0.10245901639344263,0.36357154554751675,0
244,172,48,306,693,19,1.0,11,22,2,1.25,16.11,0.19672131147540983,0.5899595924818917,0
244,172,66,421,772,18,1.0,11,20,1,1.73,23.39,0.27049180327868855,0.736587471243061,1
244,172,88,561,674,19,1.0,11,10,3,2.3,29.53,0.36065573770491804,0.8838379647752328,1
244,172,81,517,776,19,1.0,11,18,0,2.12,27.21,0.3319672131147541,0.8399213861466917,1
244,172,64,408,636,19,1.0,11,17,6,1.67,21.47,0.26229508196721313,0.7198770522560333,1
244,172,31,198,558,19,1.0,11,0,6,0.81,10.42,0.12704918032786885,0.4275234547612067,0
244,172,27,172,569,19,1.0,11,20,3,0.7,9.05,0.11065573770491803,0.3816410716456854,0
244,172,18,115,497,19,1.0,11,20,2,0.47,6.05,0.07377049180327869,0.27533225797768246,0
244,172,13,83,93,9,1.0,11,8,1,0.34,9.22,0.05327868852459016,0.2084029999365393,0
491,319,393,2507,654,16,1.0,25,16,5,5.11,156.69,0.8004073319755601,1.3822569297643708,1
491,319,43,234,84,0,0.0,25,15,4,0.48,0.0,0.08757637474541752,0.2842104559624014,0
491,319,73,466,421,12,1.0,25,5,2,0.95,38.83,0.14867617107942974,0.4826026354704145,0
491,319,65,415,218,8,1.0,25,6,2,0.85,51.88,0.13238289205702647,0.4433841236682734,0
491,319,65,415,427,19,1.0,25,5,5,0.85,21.84,0.13238289205702647,0.4433841236682734,0
491,319,48,401,391,15,0.0,25,4,5,0.82,26.73,0.09775967413441955,0.42188873079772443,0
491,319,48,236,357,15,0.0,25,12,3,0.48,15.73,0.09775967413441955,0.2874723621444822,0
491,319,41,372,652,16,0.0,25,14,5,0.76,23.25,0.0835030549898167,0.39552375242403265,0
491,319,41,262,221,2,1.0,25,15,3,0.53,131.0,0.0835030549898167,0.304493804554317,0
491,319,48,306,454,28,1.0,25,14,6,0.62,10.93,0.09775967413441955,0.34622200209885706,0
491,319,46,293,547,33,1.0,25,4,5,0.6,8.88,0.09368635437881874,0.33684624735974855,0
491,319,54,345,480,31,1.0,25,5,4,0.7,11.13,0.109979633401222,0.38142794659446394,0
409,330,16,102,685,9,1.0,32,17,2,0.25,11.33,0.039119804400977995,0.1584742128628016,0
409,330,12,77,511,7,1.0,32,22,1,0.19,11.0,0.029339853300733496,0.12319083680408759,0
409,330,10,64,1002,0,1.0,32,16,0,0.16,0.0,0.02444987775061125,0.10492752068464523,0
409,330,7,45,925,0,1.0,32,16,0,0.11,0.0,0.017114914425427872,0.07377354643721934,0
409,330,36,230,962,10,1.0,32,0,2,0.56,23.0,0.08801955990220049,0.31857147796314317,0
409,330,25,160,586,0,1.0,32,1,4,0.39,0.0,0.061124694376528114,0.23481271796285136,0
409,330,10,105,371,7,0.0,32,23,2,0.26,15.0,0.02444987775061125,0.1586771359839689,0
409,330,10,91,150,0,0.0,32,20,4,0.22,0.0,0.02444987775061125,0.13770757554212498,0
409,330,14,174,378,9,0.0,32,2,3,0.43,19.33,0.034229828850855744,0.244268346827897,0
409,330,31,198,923,14,0.0,32,13,1,0.48,14.14,0.07579462102689487,0.28039820685874217,0
409,330,14,89,1041,0,1.0,32,19,5,0.22,0.0,0.034229828850855744,0.14103301623557407,0
409,330,14,89,920,0,1.0,32,0,2,0.22,0.0,0.034229828850855744,0.14103301623557407,0
180,562,14,89,76,0,1.0,58,11,4,0.49,0.0,0.07777777777777778,0.2854199358328803,0
180,562,18,115,92,2,1.0,58,8,3,0.64,57.5,0.1,0.35491112012498327,0
180,562,17,108,173,4,1.0,58,11,6,0.6,27.0,0.09444444444444444,0.33708876625645046,0
180,562,25,160,524,2,1.0,58,9,1,0.89,80.0,0.1388888888888889,0.4592935337833774,0
180,562,16,102,17,0,1.0,58,19,4,0.57,0.0,0.08888888888888889,0.3230043855032483,0
180,562,46,293,55,2,1.0,58,5,6,1.63,146.5,0.25555555555555554,0.708191851957014,1
180,562,14,89,148,3,1.0,58,2,3,0.49,29.67,0.07777777777777778,0.2854199358328803,0
180,562,17,108,32,2,1.0,58,17,3,0.6,54.0,0.09444444444444444,0.33708876625645046,0
180,562,20,128,113,3,1.0,58,3,3,0.71,42.67,0.1111111111111111,0.3855968713147087,0
180,562,21,134,156,3,1.0,58,12,2,0.74,44.67,0.11666666666666667,0.39864714360628734,0
180,562,18,115,6,0,1.0,58,16,4,0.64,0.0,0.1,0.35491112012498327,0
180,562,13,83,100,4,1.0,58,17,0,0.46,20.75,0.07222222222222222,0.27039035152329566,0
548827,2093,51991,61248,361,30,0.0,13,17,3,0.11,2041.6,0.09473112656629502,0.09951208527152214,0
548827,2093,27503,87215,63,3,0.0,13,19,6,0.16,29071.67,0.05011233047936781,0.11358700227656546,0
548827,2093,40316,28499,0,0,0.0,13,15,6,0.05,0.0,0.07345848509639649,0.056523589499444186,0
548827,2093,89351,19811,0,0,0.0,13,9,4,0.04,0.0,0.16280357926997033,0.0782853522955213,0
548827,2093,86907,47105,100,0,0.0,13,19,2,0.09,0.0,0.1583504455866785,0.1074644397494417,0
548827,2093,74612,16852,172,0,0.0,13,21,3,0.03,0.0,0.13594812208583032,0.06382689968437946,0
548827,2093,6628,6910,1465,14,1.0,13,13,4,0.01,493.57,0.01207666532441006,0.010669228540425141,0
548827,2093,3373,11607,99,5,0.0,13,15,3,0.02,2321.4,0.006145834661924431,0.015016166857862202,0
548827,2093,1720,8039,294,19,0.0,13,18,1,0.01,423.11,0.0031339566019893336,0.007562884653224173,0
548827,2093,1637,16364,306,19,0.0,13,22,2,0.03,861.26,0.0029827249752654296,0.020255621373885348,0
548827,2093,1427,9105,6,0,1.0,13,13,3,0.02,0.0,0.0026000907389760342,0.013780558465341748,0
548827,2093,1132,7222,4,0,1.0,13,15,5,0.01,0.0,0.0020625807403790264,0.0071888748439479545,0
527,612,81,517,32,2,1.0,48,10,1,0.98,258.5,0.15370018975332067,0.4940539657578701,0
527,612,107,683,63,4,1.0,48,10,2,1.3,170.75,0.2030360531309298,0.6060878719713698,0
527,612,46,293,5,1,1.0,48,21,1,0.56,293.0,0.0872865275142315,0.3183355926806218,0
527,612,161,1027,171,14,1.0,48,7,4,1.95,73.36,0.3055028462998102,0.796479262015817,1
527,612,82,523,99,10,1.0,48,18,2,0.99,52.3,0.1555977229601518,0.4979037168876478,0
527,612,84,536,396,25,1.0,48,20,0,1.02,21.44,0.15939278937381404,0.5087771261391053,0
527,612,91,581,195,11,1.0,48,9,1,1.1,52.82,0.17267552182163187,0.5380100421948103,0
527,612,69,440,149,5,1.0,48,0,2,0.83,88.0,0.13092979127134724,0.43586941993805983,0
527,612,140,893,93,1,1.0,48,9,5,1.69,893.0,0.2656546489563567,0.7256580999299275,1
527,612,149,951,28,1,1.0,48,19,0,1.8,951.0,0.2827324478178368,0.7564000057933136,1
527,612,111,708,8,1,1.0,48,13,3,1.34,708.0,0.21062618595825428,0.6194963112714462,0
527,612,122,778,22,1,1.0,48,11,2,1.48,778.0,0.2314990512333966,0.6632493229719337,1
6702,3081,82,7150,247,11,0.0,46,20,6,1.07,650.0,0.012235153685467026,0.4771629129412997,0
6702,3081,216,6954,308,10,0.0,46,20,5,1.04,695.4,0.03222918531781558,0.4745196275264317,0
6702,3081,61,8574,285,10,0.0,46,22,2,1.28,857.4,0.009101760668457177,0.5388852441753166,0
6702,3081,240,7375,260,13,0.0,46,4,0,1.1,567.31,0.03581020590868397,0.49457364891766187,0
6702,3081,31,5147,302,10,0.0,46,22,5,0.77,514.7,0.00462548492987168,0.37275189236753836,0
6702,3081,153,5605,291,11,0.0,46,19,2,0.84,509.55,0.022829006266786033,0.4042479348482869,0
6702,3081,96,4836,274,9,0.0,46,21,5,0.72,537.33,0.01432408236347359,0.3574886507220671,0
6702,3081,48,4886,267,12,0.0,46,22,4,0.73,407.17,0.007162041181736795,0.3587766959805589,0
6702,3081,105,5658,263,13,0.0,46,22,3,0.84,435.23,0.01566696508504924,0.40178854835632477,0
6702,3081,102,5792,221,9,0.0,46,22,2,0.86,643.56,0.01521933751119069,0.40866135684779525,0
6702,3081,81,5365,214,9,0.0,46,22,1,0.8,596.11,0.012085944494180842,0.38626605461346575,0
6702,3081,63,4960,268,13,0.0,46,22,0,0.74,381.54,0.009400179051029543,0.3633000189048559,0
251,504,17,108,7,0,1.0,82,15,6,0.43,0.0,0.06772908366533864,0.2554253032593558,0
251,504,26,166,28,0,1.0,82,22,5,0.66,0.0,0.10358565737051793,0.36392904000893783,0
251,504,16,102,237,1,1.0,82,17,5,0.41,102.0,0.06374501992031872,0.24496180959751296,0
251,504,24,153,113,5,1.0,82,3,1,0.61,30.6,0.09561752988047809,0.3415135718348172,0
528,504,44,281,96,14,1.0,82,20,6,0.53,20.07,0.08333333333333333,0.30443897569856143,0
251,504,24,153,0,0,1.0,82,1,3,0.61,0.0,0.09561752988047809,0.3415135718348172,0
251,504,27,172,16,0,1.0,82,14,2,0.69,0.0,0.10756972111553785,0.376832404903337,0
251,504,26,166,196,4,1.0,82,22,3,0.66,41.5,0.10358565737051793,0.36392904000893783,0
251,504,10,64,349,14,1.0,82,19,5,0.25,4.57,0.0398406374501992,0.15871692222105468,0
251,504,41,262,449,6,1.0,82,22,3,1.04,43.67,0.16334661354581673,0.5163726772042555,0
251,504,38,106,16,1,0.0,82,23,5,0.42,106.0,0.15139442231075698,0.277267778691787,0
251,504,49,313,0,0,1.0,82,23,6,1.25,0.0,0.1952191235059761,0.5895199779741597,0
1575,390,57,364,1794,16,1.0,272,9,4,0.23,22.75,0.03619047619047619,0.14700205459232357,0
1575,390,34,217,2164,12,1.0,272,16,3,0.14,18.08,0.02158730158730159,0.0926435290705901,0
1575,390,33,211,2240,12,1.0,272,6,3,0.13,17.58,0.02095238095238095,0.08669902573847438,0
1575,390,28,179,1518,12,1.0,272,17,2,0.11,14.92,0.017777777777777778,0.07400157043319464,0
1575,390,21,134,2348,12,1.0,272,12,2,0.09,11.17,0.013333333333333334,0.06065133191919124,0
1575,390,13,83,2297,15,1.0,272,16,1,0.05,5.53,0.008253968253968255,0.03459063840170246,0
1575,390,18,115,1532,14,1.0,272,17,0,0.07,8.21,0.011428571428571429,0.04795543703558991,0
1575,390,23,147,3079,14,1.0,272,10,0,0.09,10.5,0.014603174603174604,0.0610896538299543,0
1575,390,13,83,1890,11,1.0,272,17,6,0.05,7.55,0.008253968253968255,0.03459063840170246,0
1575,390,15,96,1277,13,1.0,272,17,5,0.06,7.38,0.009523809523809525,0.041192350664674575,0
1575,390,11,70,1194,11,1.0,272,7,5,0.04,6.36,0.006984126984126984,0.027929411376903794,0
1575,390,10,64,1767,12,1.0,272,18,4,0.04,5.33,0.006349206349206349,0.027708660817709486,0
4549,18,46,293,408,18,1.0,509,4,4,0.06,16.28,0.010112112552209276,0.04139625480750842,0
4549,18,22,140,456,29,1.0,509,18,2,0.03,4.83,0.0048362277423609585,0.02090182122361296,0
4549,18,696,4441,436,18,1.0,509,3,6,0.98,246.72,0.15300065948560124,0.4938416837003262,0
4549,18,920,5870,393,17,1.0,509,8,2,1.29,345.29,0.20224225104418553,0.6030246059398654,0
4549,18,723,4613,429,18,1.0,509,10,1,1.01,256.28,0.1589360298966806,0.5054133983604585,0
4549,18,60,383,461,28,1.0,509,3,0,0.08,13.68,0.013189712024620796,0.05461089654115987,0
4549,18,47,300,604,25,1.0,509,16,4,0.07,12.0,0.010331941085952957,0.0475757474975044,0
4549,18,33,211,585,22,1.0,509,3,4,0.05,9.59,0.007254341613541437,0.03424346111533367,0
4549,18,31,198,501,30,1.0,509,3,3,0.04,6.6,0.0068146845460540775,0.027870512888012136,0
4549,18,121,772,446,26,1.0,509,5,1,0.17,29.69,0.02659925258298527,0.1112405118088107,0
4549,18,339,2163,442,22,1.0,509,4,6,0.48,98.32,0.0745218729391075,0.2799838847029149,0
4549,18,56,357,384,24,1.0,509,3,3,0.08,14.88,0.012310397889646076,0.05430701113027451,0
1609,2133,22,1131,0,0,0.0,193,17,6,0.7,0.0,0.013673088875077687,0.3496615226604315,0
1609,2133,127,810,741,27,1.0,193,23,5,0.5,30.0,0.07893101305158484,0.29014208215007614,0
1609,2133,24,153,561,28,1.0,193,22,5,0.1,5.46,0.014916096954630205,0.06713369796513984,0
1609,2133,17,72,743,30,0.0,193,15,0,0.04,2.4,0.010565568676196395,0.029172013640013286,0
1609,2133,248,1582,636,28,1.0,193,19,1,0.98,56.5,0.15413300186451212,0.4941852440853014,0
1609,2133,63,402,688,27,1.0,193,1,6,0.25,14.89,0.03915475450590429,0.15848598468252864,0
1609,2133,12,35,823,30,0.0,193,20,3,0.02,1.17,0.0074580484773151025,0.015472338902669327,0
1609,2133,12,77,740,22,1.0,193,20,3,0.05,3.5,0.0074580484773151025,0.03431423787028332,0
1609,2133,33,140,487,27,0.0,193,22,0,0.09,5.19,0.020509633312616533,0.06312125261368062,0
